单词		词频		占比
le		3029		9.100468693666626%
de		2892		8.688859512077874%
,		1711		5.140608099987983%
et		1508		4.5307054440572045%
l’		850		2.5537795937988226%
à		827		2.484677322437207%
.		778		2.3374594399711572%
un		728		2.1872371109241677%

		652		1.9588991707727437%
en		418		1.2558586708328328%
d’		411		1.2348275447662542%
être		343		1.0305251772623483%
nous		328		0.9854584785482514%
pour		288		0.8652806153106598%
tout		273		0.820213916596563%
dans		255		0.7661338781396467%
Parti		223		0.6699915875495734%
que		203		0.6099026559307776%
avoir		201		0.6038937627688981%
chinois		198		0.5948804230260787%
notre		194		0.5828626367023194%
il		162		0.4867203461122461%
au		157		0.4716981132075472%
développement		157		0.4716981132075472%
système		155		0.4656892200456676%
;		153		0.459680326883788%
son		145		0.4356447542362697%
grand		133		0.3995913952649922%
faire		131		0.39358250210311263%
politique		127		0.38156471577935347%
devoir		126		0.3785602691984137%
peuple		114		0.3425069102271362%
sur		114		0.3425069102271362%
plus		114		0.3425069102271362%
nouveau		110		0.33048912390337704%
par		107		0.32147578416055766%
leur		98		0.29443576493209955%
pays		98		0.29443576493209955%
se		95		0.2854224251892801%
«		93		0.27941353202740055%
»		93		0.27941353202740055%
falloir		93		0.27941353202740055%
qui		90		0.2704001922845812%
renforcer		89		0.2673957457036414%
s’		88		0.2643912991227016%
ce		84		0.25237351279894243%
édification		82		0.24636461963706285%
Chine		75		0.22533349357048432%
socialiste		73		0.21932460040860474%
état		72		0.21632015382766495%
national		72		0.21632015382766495%
réforme		69		0.20730681408484558%
ainsi		69		0.20730681408484558%
loi		69		0.20730681408484558%
social		69		0.20730681408484558%
socialisme		67		0.201297920922966%
améliorer		65		0.19528902776108642%
réaliser		64		0.19228458118014663%
avec		62		0.18627568801826705%
entre		61		0.18327124143732726%
mettre		61		0.18327124143732726%
populaire		59		0.17726234827544768%
nation		58		0.1742579016945079%
vie		57		0.1712534551135681%
sans		56		0.1682490085326283%
développer		56		0.1682490085326283%
pouvoir		56		0.1682490085326283%
principe		55		0.16524456195168852%
promouvoir		53		0.15923566878980894%
armée		52		0.15623122220886915%
société		51		0.15322677562792936%
population		50		0.15022232904698957%
afin		50		0.15022232904698957%
gouvernance		49		0.14721788246604978%
qu’		47		0.14120898930417017%
travail		47		0.14120898930417017%
direction		46		0.13820454272323038%
esprit		44		0.1321956495613508%
fondamental		44		0.1321956495613508%
-		43		0.129191202980411%
culture		43		0.129191202980411%
lutte		42		0.12618675639947122%
niveau		42		0.12618675639947122%
économie		41		0.12318230981853143%
force		40		0.12017786323759164%
deux		40		0.12017786323759164%
place		39		0.11717341665665185%
lui		38		0.11416897007571206%
assurer		38		0.11416897007571206%
effort		38		0.11416897007571206%
rôle		38		0.11416897007571206%
sécurité		38		0.11416897007571206%
intérêt		38		0.11416897007571206%
économique		37		0.11116452349477227%
poursuivre		37		0.11116452349477227%
culturel		36		0.10816007691383248%
cadre		36		0.10816007691383248%
public		36		0.10816007691383248%
ère		35		0.10515563033289269%
renouveau		35		0.10515563033289269%
plan		35		0.10515563033289269%
démocratie		35		0.10515563033289269%
essentiel		35		0.10515563033289269%
domaine		34		0.1021511837519529%
capacité		34		0.1021511837519529%
parti		33		0.0991467371710131%
appliquer		33		0.0991467371710131%
gestion		33		0.0991467371710131%
progresser		33		0.0991467371710131%
maintenir		33		0.0991467371710131%
comme		33		0.0991467371710131%
manière		33		0.0991467371710131%
région		32		0.09614229059007331%
droit		32		0.09614229059007331%
important		31		0.09313784400913352%
objectif		31		0.09313784400913352%
œuvre		31		0.09313784400913352%
créer		31		0.09313784400913352%
protection		31		0.09313784400913352%
organisation		31		0.09313784400913352%
modernisation		30		0.09013339742819373%
matière		30		0.09013339742819373%
perfectionner		30		0.09013339742819373%
voie		30		0.09013339742819373%
moderne		30		0.09013339742819373%
base		30		0.09013339742819373%
international		29		0.08712895084725394%
dire		29		0.08712895084725394%
mécanisme		29		0.08712895084725394%
masse		29		0.08712895084725394%
approfondir		29		0.08712895084725394%
même		28		0.08412450426631415%
innovation		28		0.08412450426631415%
pas		28		0.08412450426631415%
ensemble		28		0.08412450426631415%
bien		28		0.08412450426631415%
scientifique		28		0.08412450426631415%
service		28		0.08412450426631415%
problème		27		0.08112005768537436%
suivre		27		0.08112005768537436%
mise		27		0.08112005768537436%
accélérer		27		0.08112005768537436%
éducation		27		0.08112005768537436%
commun		27		0.08112005768537436%
contrôle		27		0.08112005768537436%
intégral		26		0.07811561110443457%
rêve		26		0.07811561110443457%
meilleur		26		0.07811561110443457%
historique		26		0.07811561110443457%
vertu		26		0.07811561110443457%
application		26		0.07811561110443457%
qualité		26		0.07811561110443457%
monde		26		0.07811561110443457%
travailler		26		0.07811561110443457%
central		25		0.07511116452349478%
contre		25		0.07511116452349478%
ne		25		0.07511116452349478%
activité		24		0.07210671794255498%
stratégique		24		0.07210671794255498%
global		24		0.07210671794255498%
n’		24		0.07210671794255498%
pratique		24		0.07210671794255498%
toujours		23		0.06910227136161519%
environnement		23		0.06910227136161519%
discipline		23		0.06910227136161519%
permettre		23		0.06910227136161519%
temps		23		0.06910227136161519%
valeur		23		0.06910227136161519%
garantir		23		0.06910227136161519%
militaire		23		0.06910227136161519%
mener		23		0.06910227136161519%
entreprise		22		0.0660978247806754%
sorte		22		0.0660978247806754%
ouverture		22		0.0660978247806754%
écologique		22		0.0660978247806754%
régime		22		0.0660978247806754%
sein		22		0.0660978247806754%
jouer		22		0.0660978247806754%
civilisation		22		0.0660978247806754%
personne		22		0.0660978247806754%
coopération		22		0.0660978247806754%
responsabilité		22		0.0660978247806754%
production		21		0.06309337819973561%
rural		21		0.06309337819973561%
mesure		21		0.06309337819973561%
époque		21		0.06309337819973561%
puissant		21		0.06309337819973561%
puissance		21		0.06309337819973561%
échelon		21		0.06309337819973561%
exigence		21		0.06309337819973561%
aussi		21		0.06309337819973561%
gouvernement		21		0.06309337819973561%
réalisation		20		0.06008893161879582%
prendre		20		0.06008893161879582%
pensée		20		0.06008893161879582%
mondial		20		0.06008893161879582%
premier		20		0.06008893161879582%
stratégie		20		0.06008893161879582%
veiller		20		0.06008893161879582%
donner		20		0.06008893161879582%
c’		20		0.06008893161879582%
marché		20		0.06008893161879582%
moyenne		19		0.05708448503785603%
camarade		19		0.05708448503785603%
comité		19		0.05708448503785603%
vers		19		0.05708448503785603%
agir		19		0.05708448503785603%
autre		19		0.05708448503785603%
institutionnel		19		0.05708448503785603%
efficace		19		0.05708448503785603%
long		19		0.05708448503785603%
encourager		19		0.05708448503785603%
aisance		18		0.05408003845691624%
extérieur		18		0.05408003845691624%
tâche		18		0.05408003845691624%
fermement		18		0.05408003845691624%
ressource		18		0.05408003845691624%
défense		18		0.05408003845691624%
relation		18		0.05408003845691624%
bon		18		0.05408003845691624%
ni		18		0.05408003845691624%
démocratique		18		0.05408003845691624%
théorie		18		0.05408003845691624%
membre		18		0.05408003845691624%
ou		18		0.05408003845691624%
:		17		0.05107559187597645%
haut		17		0.05107559187597645%
accomplir		17		0.05107559187597645%
mode		17		0.05107559187597645%
construction		17		0.05107559187597645%
davantage		17		0.05107559187597645%
respect		17		0.05107559187597645%
conscience		17		0.05107559187597645%
progrès		17		0.05107559187597645%
réel		17		0.05107559187597645%
propre		17		0.05107559187597645%
condition		17		0.05107559187597645%
moyen		17		0.05107559187597645%
écosystème		17		0.05107559187597645%
établir		17		0.05107559187597645%
Hong		17		0.05107559187597645%
Kong		17		0.05107559187597645%
