单词		词频		占比
le		2594		10.962261758864049%
de		2504		10.581921142712252%
,		1047		4.424629167899252%
et		1023		4.323205003592106%
.		682		2.882136669061404%

		606		2.560960148755441%
à		580		2.4510839707560326%
un		415		1.7537928411444026%
être		350		1.4791023961458818%
avoir		311		1.3142881291467692%
en		310		1.3100621223006381%
nous		251		1.060727718378904%
dans		191		0.8071673076110384%
que		163		0.6888391159193678%
pour		137		0.5789629379199595%
