单词		词频		占比
le		795		9.388285309400095%
de		553		6.530467642890883%
et		344		4.06235238545111%
,		298		3.519130845536136%
.		286		3.377420878601795%

		252		2.975909305621162%
un		199		2.3500236183278225%
l’		173		2.04298535663675%
à		163		1.9248937175247993%
être		127		1.4997638167217762%
Chine		98		1.1572980632971186%
en		98		1.1572980632971186%
dans		92		1.086443079829948%
pour		86		1.0155880963627775%
d’		83		0.9801606046291923%
avoir		81		0.9565422768068021%
coopération		65		0.7675956542276807%
nous		62		0.7321681624940954%
pays		60		0.7085498346717053%
plus		56		0.6613131790269249%
ce		55		0.6495040151157299%
que		52		0.6140765233821445%
relation		51		0.6022673594709494%
:		48		0.5668398677373643%
sur		45		0.5314123760037789%
par		43		0.5077940481813887%
tout		42		0.4959848842701937%
international		42		0.4959848842701937%
deux		42		0.4959848842701937%
développement		41		0.48417572035899853%
au		38		0.44874822862541336%
chinois		36		0.4251299008030231%
entre		36		0.4251299008030231%
«		36		0.4251299008030231%
»		36		0.4251299008030231%
année		32		0.3778932451582428%
il		32		0.3778932451582428%
leur		32		0.3778932451582428%
nouveau		31		0.3660840812470477%
avec		29		0.3424657534246575%
?		28		0.33065658951346244%
son		28		0.33065658951346244%
faire		25		0.29522909777987716%
se		25		0.29522909777987716%
grand		25		0.29522909777987716%
route		24		0.28341993386868214%
Wang		22		0.25980160604629193%
Yi		22		0.25980160604629193%
dernier		22		0.25980160604629193%
qui		21		0.24799244213509686%
party		21		0.24799244213509686%
qu’		21		0.24799244213509686%
y		21		0.24799244213509686%
devoir		20		0.23618327822390173%
ceinture		20		0.23618327822390173%
paix		18		0.21256495040151155%
pas		18		0.21256495040151155%
s’		17		0.20075578649031647%
monde		17		0.20075578649031647%
important		17		0.20075578649031647%
c’		17		0.20075578649031647%
notre		17		0.20075578649031647%
États-Unis		17		0.20075578649031647%
peuple		16		0.1889466225791214%
intérêt		16		0.1889466225791214%
-		16		0.1889466225791214%
ne		16		0.1889466225791214%
commun		16		0.1889466225791214%
lui		15		0.17713745866792632%
pouvoir		15		0.17713745866792632%
Xi		14		0.16532829475673122%
Jinping		14		0.16532829475673122%
diplomatique		14		0.16532829475673122%
depuis		14		0.16532829475673122%
ensemble		14		0.16532829475673122%
mais		14		0.16532829475673122%
n’		13		0.15351913084553612%
principe		13		0.15351913084553612%
bon		13		0.15351913084553612%
stabilité		13		0.15351913084553612%
forum		13		0.15351913084553612%
état		13		0.15351913084553612%
initiative		13		0.15351913084553612%
droit		13		0.15351913084553612%
politique		12		0.14170996693434107%
afin		12		0.14170996693434107%
an		12		0.14170996693434107%
échange		12		0.14170996693434107%
mutuel		11		0.12990080302314597%
effort		11		0.12990080302314597%
temps		11		0.12990080302314597%
RPDC		11		0.12990080302314597%
péninsule		11		0.12990080302314597%
processus		11		0.12990080302314597%
président		11		0.12990080302314597%
situation		10		0.11809163911195086%
70		10		0.11809163911195086%
anniversaire		10		0.11809163911195086%
développer		10		0.11809163911195086%
gagnant		10		0.11809163911195086%
poursuivre		10		0.11809163911195086%
affaire		10		0.11809163911195086%
préserver		10		0.11809163911195086%
communauté		10		0.11809163911195086%
toujours		10		0.11809163911195086%
travailler		10		0.11809163911195086%
autre		10		0.11809163911195086%
dirigeant		10		0.11809163911195086%
soutenir		10		0.11809163911195086%
diplomatie		9		0.10628247520075577%
renforcer		9		0.10628247520075577%
bénéfice		9		0.10628247520075577%
mettre		9		0.10628247520075577%
rôle		9		0.10628247520075577%
permettre		9		0.10628247520075577%
voie		9		0.10628247520075577%
haut		9		0.10628247520075577%
niveau		9		0.10628247520075577%
premier		9		0.10628247520075577%
partager		9		0.10628247520075577%
multilatéralisme		9		0.10628247520075577%
entreprise		9		0.10628247520075577%
même		9		0.10628247520075577%
sino-américaine		9		0.10628247520075577%
Afrique		9		0.10628247520075577%
Amérique		9		0.10628247520075577%
latin		9		0.10628247520075577%
vous		8		0.0944733112895607%
direction		8		0.0944733112895607%
aller		8		0.0944733112895607%
reste		8		0.0944733112895607%
fait		8		0.0944733112895607%
objectif		8		0.0944733112895607%
différent		8		0.0944733112895607%
2019		8		0.0944733112895607%
consensus		8		0.0944733112895607%
comment		8		0.0944733112895607%
opportunité		8		0.0944733112895607%
sécurité		8		0.0944733112895607%
voir		8		0.0944733112895607%
amitié		8		0.0944733112895607%
sino-africain		8		0.0944733112895607%
Inde		8		0.0944733112895607%
je		7		0.08266414737836561%
très		7		0.08266414737836561%
tenir		7		0.08266414737836561%
réaliser		7		0.08266414737836561%
aujourd’hui		7		0.08266414737836561%
étranger		7		0.08266414737836561%
question		7		0.08266414737836561%
actuel		7		0.08266414737836561%
indépendance		7		0.08266414737836561%
extérieur		7		0.08266414737836561%
progrès		7		0.08266414737836561%
dénucléarisation		7		0.08266414737836561%
continuer		7		0.08266414737836561%
vers		7		0.08266414737836561%
dialogue		7		0.08266414737836561%
cadre		7		0.08266414737836561%
sens		7		0.08266414737836561%
avenir		7		0.08266414737836561%
construire		7		0.08266414737836561%
défendre		7		0.08266414737836561%
Europe		7		0.08266414737836561%
-ce		7		0.08266414737836561%
bilatéral		7		0.08266414737836561%
américain		7		0.08266414737836561%
Russie		7		0.08266414737836561%
région		7		0.08266414737836561%
Mer		7		0.08266414737836561%
méridional		7		0.08266414737836561%
mieux		6		0.07085498346717053%
mission		6		0.07085498346717053%
servir		6		0.07085498346717053%
ère		6		0.07085498346717053%
suivre		6		0.07085498346717053%
solution		6		0.07085498346717053%
porter		6		0.07085498346717053%
deuxième		6		0.07085498346717053%
établissement		6		0.07085498346717053%
mécanisme		6		0.07085498346717053%
ou		6		0.07085498346717053%
organiser		6		0.07085498346717053%
approfondir		6		0.07085498346717053%
amélioration		6		0.07085498346717053%
économique		6		0.07085498346717053%
espérer		6		0.07085498346717053%
penser		6		0.07085498346717053%
prendre		6		0.07085498346717053%
légitime		6		0.07085498346717053%
aussi		6		0.07085498346717053%
confiance		6		0.07085498346717053%
on		6		0.07085498346717053%
trouver		6		0.07085498346717053%
destin		6		0.07085498346717053%
négociation		6		0.07085498346717053%
main		6		0.07085498346717053%
consulaire		6		0.07085498346717053%
face		5		0.05904581955597543%
sous		5		0.05904581955597543%
central		5		0.05904581955597543%
maintenir		5		0.05904581955597543%
marque		5		0.05904581955597543%
quel		5		0.05904581955597543%
plan		5		0.05904581955597543%
condition		5		0.05904581955597543%
esprit		5		0.05904581955597543%
comme		5		0.05904581955597543%
avancer		5		0.05904581955597543%
œuvre		5		0.05904581955597543%
promouvoir		5		0.05904581955597543%
rechercher		5		0.05904581955597543%
problème		5		0.05904581955597543%
historique		5		0.05904581955597543%
œuvrerer		5		0.05904581955597543%
responsabilité		5		0.05904581955597543%
créer		5		0.05904581955597543%
coréen		5		0.05904581955597543%
jouer		5		0.05904581955597543%
règlement		5		0.05904581955597543%
lieu		5		0.05904581955597543%
histoire		5		0.05904581955597543%
venir		5		0.05904581955597543%
consultation		5		0.05904581955597543%
projet		5		0.05904581955597543%
beaucoup		5		0.05904581955597543%
-vou		5		0.05904581955597543%
personne		5		0.05904581955597543%
résolument		5		0.05904581955597543%
divergence		5		0.05904581955597543%
position		5		0.05904581955597543%
mutuellement		5		0.05904581955597543%
agir		5		0.05904581955597543%
seul		5		0.05904581955597543%
respect		5		0.05904581955597543%
volonté		5		0.05904581955597543%
jamais		5		0.05904581955597543%
aucun		5		0.05904581955597543%
Pakistan		5		0.05904581955597543%
pleinement		5		0.05904581955597543%
ouvrir		5		0.05904581955597543%
coc		5		0.05904581955597543%
sino-japonaise		5		0.05904581955597543%
savoir		4		0.04723665564478035%
dire		4		0.04723665564478035%
général		4		0.04723665564478035%
si		4		0.04723665564478035%
grâce		4		0.04723665564478035%
fondamental		4		0.04723665564478035%
Parti		4		0.04723665564478035%
service		4		0.04723665564478035%
époque		4		0.04723665564478035%
point		4		0.04723665564478035%
garder		4		0.04723665564478035%
assumer		4		0.04723665564478035%
davantage		4		0.04723665564478035%
nation		4		0.04723665564478035%
apporter		4		0.04723665564478035%
mondial		4		0.04723665564478035%
sommet		4		0.04723665564478035%
concerner		4		0.04723665564478035%
saluer		4		0.04723665564478035%
mise		4		0.04723665564478035%
sûr		4		0.04723665564478035%
jour		4		0.04723665564478035%
base		4		0.04723665564478035%
mesure		4		0.04723665564478035%
événement		4		0.04723665564478035%
trois		4		0.04723665564478035%
chef		4		0.04723665564478035%
consolider		4		0.04723665564478035%
durable		4		0.04723665564478035%
synergie		4		0.04723665564478035%
population		4		0.04723665564478035%
encore		4		0.04723665564478035%
convaincre		4		0.04723665564478035%
citoyen		4		0.04723665564478035%
respecter		4		0.04723665564478035%
fort		4		0.04723665564478035%
gérer		4		0.04723665564478035%
force		4		0.04723665564478035%
long		4		0.04723665564478035%
domaine		4		0.04723665564478035%
chemin		4		0.04723665564478035%
stratégique		4		0.04723665564478035%
milliard		4		0.04723665564478035%
;		4		0.04723665564478035%
