单词		词频		占比
le		971		9.12679763135633%
de		749		7.04013535106683%
et		439		4.126327662374283%
,		335		3.1487921797161387%
.		308		2.895008929410659%
l’		248		2.331046150954037%

		248		2.331046150954037%
un		229		2.1524579377761066%
à		224		2.1054610395713884%
avoir		176		1.6542908168060908%
en		134		1.2595168718864556%
 		134		1.2595168718864556%
être		130		1.2219193533226806%
d’		124		1.1655230754770185%
Chine		117		1.0997274179904126%
dans		114		1.0715292790675817%
pays		105		0.9869348622990883%
pour		103		0.9681361030172009%
nous		84		0.7895478898392707%
développement		77		0.7237522323526647%
international		65		0.6109596766613403%
sur		64		0.6015602970203967%
ce		64		0.6015602970203967%
avec		62		0.5827615377385092%
chinois		58		0.5451640191747344%
plus		56		0.5263652598928471%
que		55		0.5169658802519034%
au		54		0.5075665006109596%
son		46		0.43237146348341016%
monde		45		0.42297208384246643%
tout		42		0.39477394491963536%
grand		38		0.35717642635586055%
coopération		38		0.35717642635586055%
:		36		0.33837766707397315%
mondial		35		0.3289782874330294%
par		33		0.310179528151142%
autre		33		0.310179528151142%
peuple		33		0.310179528151142%
lui		32		0.30078014851019835%
«		31		0.2913807688692546%
»		31		0.2913807688692546%
année		30		0.28198138922831095%
relation		30		0.28198138922831095%
diplomatie		29		0.2725820095873672%
deux		27		0.2537832503054798%
nouveau		26		0.24438387066453615%
qu’		26		0.24438387066453615%
leur		26		0.24438387066453615%
il		25		0.23498449102359245%
communauté		25		0.23498449102359245%
ne		25		0.23498449102359245%
-		25		0.23498449102359245%
entre		23		0.21618573174170508%
?		22		0.20678635210076135%
droit		22		0.20678635210076135%
notre		22		0.20678635210076135%
PCC		21		0.19738697245981768%
se		21		0.19738697245981768%
faire		21		0.19738697245981768%
intérêt		20		0.18798759281887395%
vaccin		19		0.17858821317793028%
système		19		0.17858821317793028%
voie		18		0.16918883353698658%
États-Unis		18		0.16918883353698658%
olympique		18		0.16918883353698658%
s’		17		0.15978945389604288%
défendre		17		0.15978945389604288%
promouvoir		17		0.15978945389604288%
Wang		16		0.15039007425509918%
Yi		16		0.15039007425509918%
qui		16		0.15039007425509918%
n’		16		0.15039007425509918%
situation		15		0.14099069461415548%
q		15		0.14099069461415548%
aussi		15		0.14099069461415548%
Xi		15		0.14099069461415548%
Jinping		15		0.14099069461415548%
bon		15		0.14099069461415548%
contre		15		0.14099069461415548%
politique		15		0.14099069461415548%
action		15		0.14099069461415548%
y		15		0.14099069461415548%
état		14		0.13159131497321178%
ensemble		14		0.13159131497321178%
président		14		0.13159131497321178%
humanité		14		0.13159131497321178%
même		14		0.13159131497321178%
initiative		14		0.13159131497321178%
aucun		14		0.13159131497321178%
non		14		0.13159131497321178%
paix		14		0.13159131497321178%
premier		13		0.12219193533226808%
stabilité		13		0.12219193533226808%
amitié		13		0.12219193533226808%
comme		13		0.12219193533226808%
Nations		13		0.12219193533226808%
uni		13		0.12219193533226808%
activement		13		0.12219193533226808%
pouvoir		13		0.12219193533226808%
américain		13		0.12219193533226808%
Parti		12		0.11279255569132438%
rôle		12		0.11279255569132438%
covid-19		12		0.11279255569132438%
soutenir		12		0.11279255569132438%
gouvernance		12		0.11279255569132438%
homme		12		0.11279255569132438%
mettre		12		0.11279255569132438%
tenir		12		0.11279255569132438%
comment		12		0.11279255569132438%
travailler		12		0.11279255569132438%
confrontation		12		0.11279255569132438%
jeu		12		0.11279255569132438%
pas		12		0.11279255569132438%
partie		12		0.11279255569132438%
partager		11		0.10339317605038068%
engagement		11		0.10339317605038068%
apporter		11		0.10339317605038068%
œuvre		11		0.10339317605038068%
cela		11		0.10339317605038068%
poursuivre		11		0.10339317605038068%
mais		11		0.10339317605038068%
esprit		11		0.10339317605038068%
échange		11		0.10339317605038068%
affaire		10		0.09399379640943697%
étranger		10		0.09399379640943697%
sous		10		0.09399379640943697%
force		10		0.09399379640943697%
an		10		0.09399379640943697%
jouer		10		0.09399379640943697%
stratégique		10		0.09399379640943697%
avenir		10		0.09399379640943697%
construire		10		0.09399379640943697%
prendre		10		0.09399379640943697%
service		10		0.09399379640943697%
reprise		10		0.09399379640943697%
vue		10		0.09399379640943697%
justice		10		0.09399379640943697%
porter		10		0.09399379640943697%
multilatéralisme		10		0.09399379640943697%
préserver		10		0.09399379640943697%
c’		10		0.09399379640943697%
voir		10		0.09399379640943697%
principe		10		0.09399379640943697%
temps		10		0.09399379640943697%
démocratie		10		0.09399379640943697%
devoir		10		0.09399379640943697%
party		10		0.09399379640943697%
Taiwan		10		0.09399379640943697%
Europe		10		0.09399379640943697%
 
		10		0.09399379640943697%
région		10		0.09399379640943697%
diplomatique		9		0.08459441676849329%
avancer		9		0.08459441676849329%
global		9		0.08459441676849329%
toujours		9		0.08459441676849329%
lutte		9		0.08459441676849329%
haut		9		0.08459441676849329%
vision		9		0.08459441676849329%
vous		9		0.08459441676849329%
milliard		9		0.08459441676849329%
sans		9		0.08459441676849329%
question		9		0.08459441676849329%
2022		9		0.08459441676849329%
hiver		9		0.08459441676849329%
niveau		9		0.08459441676849329%
régional		9		0.08459441676849329%
(		8		0.07519503712754959%
)		8		0.07519503712754959%
épidémie		8		0.07519503712754959%
jamais		8		0.07519503712754959%
défi		8		0.07519503712754959%
ainsi		8		0.07519503712754959%
organisation		8		0.07519503712754959%
renforcer		8		0.07519503712754959%
différent		8		0.07519503712754959%
contribuer		8		0.07519503712754959%
responsabilité		8		0.07519503712754959%
bien		8		0.07519503712754959%
contribution		8		0.07519503712754959%
économique		8		0.07519503712754959%
mise		8		0.07519503712754959%
ni		8		0.07519503712754959%
nation		8		0.07519503712754959%
approfondir		8		0.07519503712754959%
solidarité		8		0.07519503712754959%
effort		8		0.07519503712754959%
continuer		8		0.07519503712754959%
règle		8		0.07519503712754959%
seul		8		0.07519503712754959%
savoir		8		0.07519503712754959%
Russie		8		0.07519503712754959%
sécurité		8		0.07519503712754959%
mutuel		8		0.07519503712754959%
accord		8		0.07519503712754959%
créer		8		0.07519503712754959%
anniversaire		7		0.06579565748660589%
objectif		7		0.06579565748660589%
centenaire		7		0.06579565748660589%
quel		7		0.06579565748660589%
tant		7		0.06579565748660589%
accélérer		7		0.06579565748660589%
depuis		7		0.06579565748660589%
guerre		7		0.06579565748660589%
réalisation		7		0.06579565748660589%
important		7		0.06579565748660589%
synergie		7		0.06579565748660589%
Asie		7		0.06579565748660589%
Afrique		7		0.06579565748660589%
santé		7		0.06579565748660589%
virus		7		0.06579565748660589%
fermement		7		0.06579565748660589%
domaine		7		0.06579565748660589%
