单词		词频		占比
中非		38		5.212620027434842%
非洲		20		2.7434842249657065%
论坛		16		2.194787379972565%
合作		15		2.05761316872428%
发展		14		1.9204389574759946%
新		11		1.5089163237311385%
建设		10		1.3717421124828533%
20年		8		1.0973936899862824%
中国		8		1.0973936899862824%
国际		8		1.0973936899862824%
推动		8		1.0973936899862824%
中方		8		1.0973936899862824%
国家		7		0.9602194787379973%
支持		7		0.9602194787379973%
关系		5		0.6858710562414266%
团结		5		0.6858710562414266%
发展中国家		5		0.6858710562414266%
朋友们		5		0.6858710562414266%
世界		5		0.6858710562414266%
共同体		5		0.6858710562414266%
会议		4		0.5486968449931412%
和平		4		0.5486968449931412%
多边主义		4		0.5486968449931412%
民族		4		0.5486968449931412%
坚定		4		0.5486968449931412%
变化		4		0.5486968449931412%
疫情		4		0.5486968449931412%
峰会		4		0.5486968449931412%
次		4		0.5486968449931412%
愿		4		0.5486968449931412%
领导人		3		0.411522633744856%
北京		3		0.411522633744856%
时代		3		0.411522633744856%
非		3		0.411522633744856%
中		3		0.411522633744856%
公平		3		0.411522633744856%
维护		3		0.411522633744856%
设施		3		0.411522633744856%
中心		3		0.411522633744856%
友谊		3		0.411522633744856%
提供		3		0.411522633744856%
人次		3		0.411522633744856%
抗疫		3		0.411522633744856%
历史		3		0.411522633744856%
进程		3		0.411522633744856%
能力		3		0.411522633744856%
挑战		3		0.411522633744856%
命运		3		0.411522633744856%
战略		3		0.411522633744856%
健康		3		0.411522633744856%
非方		3		0.411522633744856%
应对		3		0.411522633744856%
捍卫		3		0.411522633744856%
波澜壮阔		2		0.2743484224965706%
创新		2		0.2743484224965706%
成立		2		0.2743484224965706%
周年		2		0.2743484224965706%
招待会		2		0.2743484224965706%
联合国		2		0.2743484224965706%
顺应		2		0.2743484224965706%
旗帜		2		0.2743484224965706%
互利		2		0.2743484224965706%
共赢		2		0.2743484224965706%
友好		2		0.2743484224965706%
利益		2		0.2743484224965706%
正义		2		0.2743484224965706%
地位		2		0.2743484224965706%
美元		2		0.2743484224965706%
铁路		2		0.2743484224965706%
带来		2		0.2743484224965706%
非盟		2		0.2743484224965706%
越		2		0.2743484224965706%
座		2		0.2743484224965706%
国		2		0.2743484224965706%
孔子		2		0.2743484224965706%
特别		2		0.2743484224965706%
大陆		2		0.2743484224965706%
各国		2		0.2743484224965706%
携手		2		0.2743484224965706%
奋斗		2		0.2743484224965706%
美好		2		0.2743484224965706%
自主		2		0.2743484224965706%
探索		2		0.2743484224965706%
国情		2		0.2743484224965706%
振兴		2		0.2743484224965706%
百年		2		0.2743484224965706%
秩序		2		0.2743484224965706%
形势		2		0.2743484224965706%
商讨		2		0.2743484224965706%
紧密		2		0.2743484224965706%
道路		2		0.2743484224965706%
卫生		2		0.2743484224965706%
成果		2		0.2743484224965706%
领域		2		0.2743484224965706%
疫苗		2		0.2743484224965706%
全球		2		0.2743484224965706%
自贸区		2		0.2743484224965706%
气候		2		0.2743484224965706%
二十年		1		0.1371742112482853%
奋楫		1		0.1371742112482853%
破浪		1		0.1371742112482853%
篇		1		0.1371742112482853%
王毅		1		0.1371742112482853%
国务		1		0.1371742112482853%
委员		1		0.1371742112482853%
兼		1		0.1371742112482853%
外长		1		0.1371742112482853%
纪念		1		0.1371742112482853%
讲话		1		0.1371742112482853%
2020年		1		0.1371742112482853%
11月		1		0.1371742112482853%
12日		1		0.1371742112482853%
来宾		1		0.1371742112482853%
朋友		1		0.1371742112482853%
晚上		1		0.1371742112482853%
参加		1		0.1371742112482853%
庆祝		1		0.1371742112482853%
前		1		0.1371742112482853%
千年		1		0.1371742112482853%
宣言		1		0.1371742112482853%
相聚		1		0.1371742112482853%
首届		1		0.1371742112482853%
开启		1		0.1371742112482853%
新纪元		1		0.1371742112482853%
潮流		1		0.1371742112482853%
引领		1		0.1371742112482853%
践行		1		0.1371742112482853%
楷模		1		0.1371742112482853%
典范		1		0.1371742112482853%
大家庭		1		0.1371742112482853%
里		1		0.1371742112482853%
成员		1		0.1371742112482853%
