单词		词频		占比
外交		72		5.916187345932621%
思想		52		4.272801972062449%
中国		40		3.2867707477403454%
习近平		30		2.4650780608052587%
国际		21		1.725554642563681%
世界		19		1.561216105176664%
特色		18		1.4790468364831553%
新		18		1.4790468364831553%
发展		17		1.3968775677896468%
理论		15		1.2325390304026294%
近平		14		1.1503697617091209%
人类		13		1.0682004930156122%
关系		13		1.0682004930156122%
时代		11		0.903861955628595%
中		11		0.903861955628595%
理念		10		0.8216926869350863%
构建		10		0.8216926869350863%
全球		10		0.8216926869350863%
大国		9		0.7395234182415776%
建设		9		0.7395234182415776%
实践		9		0.7395234182415776%
推动		7		0.5751848808545604%
治理		7		0.5751848808545604%
意义		7		0.5751848808545604%
传统		7		0.5751848808545604%
各国		7		0.5751848808545604%
学习		6		0.4930156121610517%
历史		6		0.4930156121610517%
新时代		6		0.4930156121610517%
中华		6		0.4930156121610517%
总书记		6		0.4930156121610517%
以习		6		0.4930156121610517%
体系		6		0.4930156121610517%
共同体		6		0.4930156121610517%
工作		6		0.4930156121610517%
新型		6		0.4930156121610517%
政治		6		0.4930156121610517%
马克思主义		6		0.4930156121610517%
开创		5		0.4108463434675432%
局面		5		0.4108463434675432%
民族		5		0.4108463434675432%
提出		5		0.4108463434675432%
方向		5		0.4108463434675432%
合作		5		0.4108463434675432%
核心		5		0.4108463434675432%
命运		5		0.4108463434675432%
研究		4		0.3286770747740345%
同事		4		0.3286770747740345%
社会		4		0.3286770747740345%
体现		4		0.3286770747740345%
精神		4		0.3286770747740345%
鲜明		4		0.3286770747740345%
党中央		4		0.3286770747740345%
领导		4		0.3286770747740345%
国家		4		0.3286770747740345%
经济		4		0.3286770747740345%
传承		4		0.3286770747740345%
内涵		4		0.3286770747740345%
和平		4		0.3286770747740345%
越来越		4		0.3286770747740345%
赤字		4		0.3286770747740345%
中心		3		0.24650780608052586%
成立		3		0.24650780608052586%
同志		3		0.24650780608052586%
复兴		3		0.24650780608052586%
深刻		3		0.24650780608052586%
面对		3		0.24650780608052586%
形势		3		0.24650780608052586%
我国		3		0.24650780608052586%
引领		3		0.24650780608052586%
一系列		3		0.24650780608052586%
习近		3		0.24650780608052586%
平新		3		0.24650780608052586%
提供		3		0.24650780608052586%
伙伴		3		0.24650780608052586%
共建		3		0.24650780608052586%
全球化		3		0.24650780608052586%
成果		3		0.24650780608052586%
事业		3		0.24650780608052586%
高度		3		0.24650780608052586%
统一		3		0.24650780608052586%
领域		3		0.24650780608052586%
方法		3		0.24650780608052586%
观点		3		0.24650780608052586%
价值		3		0.24650780608052586%
进一步		3		0.24650780608052586%
利益		3		0.24650780608052586%
超越		3		0.24650780608052586%
贯通		3		0.24650780608052586%
贯彻		2		0.16433853738701726%
仪式		2		0.16433853738701726%
代表		2		0.16433853738701726%
战线		2		0.16433853738701726%
长期		2		0.16433853738701726%
释习		2		0.16433853738701726%
党		2		0.16433853738701726%
飞跃		2		0.16433853738701726%
前所未有		2		0.16433853738701726%
梦想		2		0.16433853738701726%
中央		2		0.16433853738701726%
变局		2		0.16433853738701726%
准确		2		0.16433853738701726%
规律		2		0.16433853738701726%
走向		2		0.16433853738701726%
倡议		2		0.16433853738701726%
成就		2		0.16433853738701726%
建立		2		0.16433853738701726%
倡导		2		0.16433853738701726%
一带		2		0.16433853738701726%
一路		2		0.16433853738701726%
共赢		2		0.16433853738701726%
变革		2		0.16433853738701726%
包容		2		0.16433853738701726%
秩序		2		0.16433853738701726%
健康		2		0.16433853738701726%
疫情		2		0.16433853738701726%
科学性		2		0.16433853738701726%
先进性		2		0.16433853738701726%
重视		2		0.16433853738701726%
战略		2		0.16433853738701726%
大变局		2		0.16433853738701726%
相互		2		0.16433853738701726%
特征		2		0.16433853738701726%
作出		2		0.16433853738701726%
胜利		2		0.16433853738701726%
最新		2		0.16433853738701726%
马克思		2		0.16433853738701726%
唯物主义		2		0.16433853738701726%
科学		2		0.16433853738701726%
立场		2		0.16433853738701726%
相		2		0.16433853738701726%
