单词		词频		占比
中国		145		3.11025311025311%
中		69		1.4800514800514801%
合作		65		1.394251394251394%
国家		51		1.093951093951094%
世界		47		1.008151008151008%
国际		45		0.9652509652509652%
发展		45		0.9652509652509652%
新		43		0.9223509223509223%
关系		41		0.8794508794508795%
疫苗		38		0.8151008151008152%
中方		37		0.7936507936507936%
外交		36		0.7722007722007722%
记者		35		0.7507507507507507%
王毅		31		0.6649506649506649%
疫情		30		0.6435006435006435%
两		26		0.5577005577005577%
各国		25		0.5362505362505363%
维护		25		0.5362505362505363%
全球		23		0.4933504933504933%
联合国		23		0.4933504933504933%
抗疫		21		0.45045045045045046%
经济		21		0.45045045045045046%
东盟		21		0.45045045045045046%
一路		20		0.42900042900042895%
地区		20		0.42900042900042895%
年		19		0.4075504075504076%
一带		19		0.4075504075504076%
支持		19		0.4075504075504076%
美		19		0.4075504075504076%
稳定		18		0.3861003861003861%
提供		17		0.36465036465036466%
希望		17		0.36465036465036466%
习近平		16		0.3432003432003432%
多边主义		15		0.32175032175032175%
推进		15		0.32175032175032175%
和平		15		0.32175032175032175%
主席		14		0.3003003003003003%
南海		14		0.3003003003003003%
新疆		14		0.3003003003003003%
社会		13		0.27885027885027885%
努力		13		0.27885027885027885%
坚定		13		0.27885027885027885%
利益		13		0.27885027885027885%
香港		13		0.27885027885027885%
政府		13		0.27885027885027885%
各方		13		0.27885027885027885%
应		12		0.2574002574002574%
愿		12		0.2574002574002574%
开放		12		0.2574002574002574%
国		12		0.2574002574002574%
非洲		12		0.2574002574002574%
去年		12		0.2574002574002574%
外国		12		0.2574002574002574%
美国		12		0.2574002574002574%
海外		11		0.23595023595023595%
同胞		11		0.23595023595023595%
推动		11		0.23595023595023595%
党		11		0.23595023595023595%
第一		11		0.23595023595023595%
缅甸		11		0.23595023595023595%
人类		10		0.21450021450021448%
方向		10		0.21450021450021448%
友好		10		0.21450021450021448%
构建		10		0.21450021450021448%
共同体		10		0.21450021450021448%
历史		10		0.21450021450021448%
战略		10		0.21450021450021448%
伙伴		10		0.21450021450021448%
中非		10		0.21450021450021448%
组织		10		0.21450021450021448%
团结		9		0.19305019305019305%
相互		9		0.19305019305019305%
建设		9		0.19305019305019305%
健康		9		0.19305019305019305%
共建		9		0.19305019305019305%
命运		9		0.19305019305019305%
俄		9		0.19305019305019305%
周年		9		0.19305019305019305%
西方		9		0.19305019305019305%
共识		9		0.19305019305019305%
媒体		9		0.19305019305019305%
印		9		0.19305019305019305%
局势		9		0.19305019305019305%
届		8		0.1716001716001716%
责任		8		0.1716001716001716%
应对		8		0.1716001716001716%
作用		8		0.1716001716001716%
贡献		8		0.1716001716001716%
面对		8		0.1716001716001716%
准则		8		0.1716001716001716%
时代		8		0.1716001716001716%
气候		8		0.1716001716001716%
变化		8		0.1716001716001716%
原则		8		0.1716001716001716%
政治		8		0.1716001716001716%
始终		8		0.1716001716001716%
打造		8		0.1716001716001716%
未来		8		0.1716001716001716%
增长		8		0.1716001716001716%
全球化		8		0.1716001716001716%
解决		8		0.1716001716001716%
制度		8		0.1716001716001716%
美方		8		0.1716001716001716%
发展中国家		8		0.1716001716001716%
中欧		8		0.1716001716001716%
对话		8		0.1716001716001716%
改变		8		0.1716001716001716%
日		8		0.1716001716001716%
对外		7		0.15015015015015015%
次		7		0.15015015015015015%
朋友		7		0.15015015015015015%
力量		7		0.15015015015015015%
一道		7		0.15015015015015015%
核心		7		0.15015015015015015%
挑战		7		0.15015015015015015%
发挥		7		0.15015015015015015%
主权		7		0.15015015015015015%
携手		7		0.15015015015015015%
影响		7		0.15015015015015015%
证明		7		0.15015015015015015%
做		7		0.15015015015015015%
沟通		7		0.15015015015015015%
冲突		7		0.15015015015015015%
协商		7		0.15015015015015015%
贸易		7		0.15015015015015015%
带来		7		0.15015015015015015%
会议		6		0.1287001287001287%
领导		6		0.1287001287001287%
领导人		6		0.1287001287001287%
中华		6		0.1287001287001287%
国内		6		0.1287001287001287%
做出		6		0.1287001287001287%
公民		6		0.1287001287001287%
机遇		6		0.1287001287001287%
格局		6		0.1287001287001287%
复苏		6		0.1287001287001287%
抗击		6		0.1287001287001287%
进程		6		0.1287001287001287%
高		6		0.1287001287001287%
对此		6		0.1287001287001287%
人员		6		0.1287001287001287%
符合		6		0.1287001287001287%
台湾		6		0.1287001287001287%
制造		6		0.1287001287001287%
平等		6		0.1287001287001287%
理念		6		0.1287001287001287%
华		6		0.1287001287001287%
绿色		6		0.1287001287001287%
中拉		6		0.1287001287001287%
全国		5		0.10725010725010724%
记者会		5		0.10725010725010724%
病毒		5		0.10725010725010724%
中央		5		0.10725010725010724%
广播		5		0.10725010725010724%
重点		5		0.10725010725010724%
担当		5		0.10725010725010724%
展现		5		0.10725010725010724%
大国		5		0.10725010725010724%
注入		5		0.10725010725010724%
民族		5		0.10725010725010724%
保护		5		0.10725010725010724%
共产党		5		0.10725010725010724%
增进		5		0.10725010725010724%
公平		5		0.10725010725010724%
民主		5		0.10725010725010724%
互为		5		0.10725010725010724%
共赢		5		0.10725010725010724%
典范		5		0.10725010725010724%
深化		5		0.10725010725010724%
