单词		词频		占比
中国		73		2.3450048185030514%
发展		58		1.8631545133311915%
合作		50		1.6061676839061998%
全球		42		1.3491808544812078%
中		41		1.3170575008030838%
关系		37		1.188564086090588%
国际		36		1.156440732412464%
国家		30		0.9637006103437198%
外交		27		0.8673305493093478%
新		26		0.8352071956312238%
疫苗		25		0.8030838419530999%
世界		24		0.7709604882749759%
两		20		0.6424670735624799%
和平		20		0.6424670735624799%
习近平		20		0.6424670735624799%
推动		18		0.578220366206232%
联合国		17		0.5460970125281079%
伙伴		17		0.5460970125281079%
支持		16		0.513973658849984%
疫情		16		0.513973658849984%
人类		15		0.4818503051718599%
发展中国家		15		0.4818503051718599%
主席		15		0.4818503051718599%
战略		15		0.4818503051718599%
抗疫		14		0.4497269514937359%
国		14		0.4497269514937359%
年		13		0.4176035978156119%
地区		13		0.4176035978156119%
面对		12		0.38548024413748794%
各国		12		0.38548024413748794%
经济		12		0.38548024413748794%
稳定		12		0.38548024413748794%
美		12		0.38548024413748794%
大国		11		0.35335689045936397%
倡议		11		0.35335689045936397%
提供		11		0.35335689045936397%
反对		10		0.32123353678123995%
病毒		10		0.32123353678123995%
组织		10		0.32123353678123995%
治理		10		0.32123353678123995%
民主		10		0.32123353678123995%
提出		9		0.289110183103116%
团结		9		0.289110183103116%
开放		9		0.289110183103116%
坚定		9		0.289110183103116%
构建		9		0.289110183103116%
共同体		9		0.289110183103116%
中欧		9		0.289110183103116%
俄		9		0.289110183103116%
中非		9		0.289110183103116%
一带		8		0.256986829424992%
一路		8		0.256986829424992%
非洲		8		0.256986829424992%
共识		8		0.256986829424992%
中方		8		0.256986829424992%
维护		8		0.256986829424992%
体系		8		0.256986829424992%
2021年		7		0.22486347574686796%
挑战		7		0.22486347574686796%
推进		7		0.22486347574686796%
健康		7		0.22486347574686796%
复苏		7		0.22486347574686796%
数字		7		0.22486347574686796%
友好		7		0.22486347574686796%
利益		7		0.22486347574686796%
秉持		6		0.19274012206874397%
共赢		6		0.19274012206874397%
平等		6		0.19274012206874397%
影响		6		0.19274012206874397%
历史		6		0.19274012206874397%
方向		6		0.19274012206874397%
前行		6		0.19274012206874397%
担当		6		0.19274012206874397%
社会		6		0.19274012206874397%
国内		6		0.19274012206874397%
卫生		6		0.19274012206874397%
东盟		6		0.19274012206874397%
