单词		词频		占比
et		192		5.26027397260274%
de		179		4.904109589041096%
la		173		4.739726027397261%
,		155		4.2465753424657535%
.		133		3.643835616438356%

		115		3.1506849315068495%
l’		113		3.095890410958904%
les		83		2.273972602739726%
le		77		2.1095890410958904%
à		52		1.4246575342465753%
d’		47		1.2876712328767124%
pour		46		1.2602739726027399%
des		43		1.178082191780822%
une		39		1.0684931506849316%
développement		39		1.0684931506849316%
nous		37		1.0136986301369864%
en		33		0.904109589041096%
pays		33		0.904109589041096%
est		32		0.8767123287671232%
du		30		0.821917808219178%
dans		28		0.7671232876712328%
un		26		0.7123287671232876%
mondiale		23		0.6301369863013699%
par		22		0.6027397260273972%
chine		20		0.547945205479452%
devons		20		0.547945205479452%
que		17		0.4657534246575342%
plus		17		0.4657534246575342%
sur		17		0.4657534246575342%
humanité		16		0.4383561643835616%
il		15		0.410958904109589%
tous		14		0.3835616438356164%
monde		14		0.3835616438356164%
être		14		0.3835616438356164%
coopération		14		0.3835616438356164%
s’		13		0.3561643835616438%
ne		12		0.32876712328767127%
promouvoir		12		0.32876712328767127%
aux		12		0.32876712328767127%
multilatéralisme		11		0.3013698630136986%
économique		11		0.3013698630136986%
a		11		0.3013698630136986%
avenir		11		0.3013698630136986%
pas		11		0.3013698630136986%
au		11		0.3013698630136986%
doivent		11		0.3013698630136986%
sont		10		0.273972602739726%
système		10		0.273972602739726%
elle		10		0.273972602739726%
économie		9		0.2465753424657534%
comme		9		0.2465753424657534%
avec		9		0.2465753424657534%
autres		9		0.2465753424657534%
histoire		8		0.2191780821917808%
durable		8		0.2191780821917808%
rejeter		8		0.2191780821917808%
n’		8		0.2191780821917808%
ou		8		0.2191780821917808%
gouvernance		8		0.2191780821917808%
règles		8		0.2191780821917808%
faut		7		0.1917808219178082%
faire		7		0.1917808219178082%
c’		7		0.1917808219178082%
se		7		0.1917808219178082%
communauté		7		0.1917808219178082%
internationale		7		0.1917808219178082%
international		7		0.1917808219178082%
continuera		7		0.1917808219178082%
épidémie		6		0.16438356164383564%
poursuivre		6		0.16438356164383564%
notre		6		0.16438356164383564%
ensemble		6		0.16438356164383564%
croissance		6		0.16438356164383564%
progrès		6		0.16438356164383564%
doit		6		0.16438356164383564%
ouverture		6		0.16438356164383564%
préserver		6		0.16438356164383564%
efforts		6		0.16438356164383564%
mesdames		5		0.136986301369863%
messieurs		5		0.136986301369863%
chers		5		0.136986301369863%
amis		5		0.136986301369863%
aujourd’hui		5		0.136986301369863%
jamais		5		0.136986301369863%
renforcer		5		0.136986301369863%
sa		5		0.136986301369863%
mutuel		5		0.136986301369863%
son		5		0.136986301369863%
social		5		0.136986301369863%
ils		5		0.136986301369863%
stabilité		5		0.136986301369863%
qui		5		0.136986301369863%
créer		5		0.136986301369863%
défis		5		0.136986301369863%
droit		5		0.136986301369863%
ses		5		0.136986301369863%
partagé		5		0.136986301369863%
internationales		5		0.136986301369863%
confrontation		5		0.136986301369863%
réaliser		5		0.136986301369863%
—		5		0.136986301369863%
ces		5		0.136986301369863%
marche		4		0.1095890410958904%
avant		4		0.1095890410958904%
mondial		4		0.1095890410958904%
été		4		0.1095890410958904%
santé		4		0.1095890410958904%
lutte		4		0.1095890410958904%
contre		4		0.1095890410958904%
science		4		0.1095890410958904%
qu’		4		0.1095890410958904%
chaque		4		0.1095890410958904%
action		4		0.1095890410958904%
politiques		4		0.1095890410958904%
depuis		4		0.1095890410958904%
guerre		4		0.1095890410958904%
fois		4		0.1095890410958904%
approvisionnement		4		0.1095890410958904%
mondiales		4		0.1095890410958904%
vision		4		0.1095890410958904%
voie		4		0.1095890410958904%
non		4		0.1095890410958904%
culture		4		0.1095890410958904%
politique		4		0.1095890410958904%
différences		4		0.1095890410958904%
civilisation		4		0.1095890410958904%
ce		4		0.1095890410958904%
base		4		0.1095890410958904%
échanges		4		0.1095890410958904%
prospérité		4		0.1095890410958904%
intérêts		4		0.1095890410958904%
mondialisation		4		0.1095890410958904%
seul		4		0.1095890410958904%
nouvelle		4		0.1095890410958904%
paix		4		0.1095890410958904%
principes		4		0.1095890410958904%
normes		4		0.1095890410958904%
tout		4		0.1095890410958904%
qualité		4		0.1095890410958904%
nations		4		0.1095890410958904%
unies		4		0.1095890410958904%
relations		4		0.1095890410958904%
«		4		0.1095890410958904%
»		4		0.1095890410958904%
construire		4		0.1095890410958904%
favoriser		4		0.1095890410958904%
travaillera		4		0.1095890410958904%
innovation		4		0.1095890410958904%
covid-19		3		0.08219178082191782%
publique		3		0.08219178082191782%
face		3		0.08219178082191782%
aussi		3		0.08219178082191782%
peuples		3		0.08219178082191782%
effort		3		0.08219178082191782%
mais		3		0.08219178082191782%
sera		3		0.08219178082191782%
important		3		0.08219178082191782%
macroéconomiques		3		0.08219178082191782%
ont		3		0.08219178082191782%
temps		3		0.08219178082191782%
chaînes		3		0.08219178082191782%
industrielles		3		0.08219178082191782%
commerce		3		0.08219178082191782%
investissement		3		0.08219178082191782%
plans		3		0.08219178082191782%
reprise		3		0.08219178082191782%
réponse		3		0.08219178082191782%
avoir		3		0.08219178082191782%
mettre		3		0.08219178082191782%
bénéfice		3		0.08219178082191782%
gagnant		3		0.08219178082191782%
existe		3		0.08219178082191782%
peuple		3		0.08219178082191782%
vie		3		0.08219178082191782%
meilleure		3		0.08219178082191782%
termes		3		0.08219178082191782%
toujours		3		0.08219178082191782%
humaine		3		0.08219178082191782%
respect		3		0.08219178082191782%
impulsion		3		0.08219178082191782%
garantir		3		0.08219178082191782%
droits		3		0.08219178082191782%
opportunités		3		0.08219178082191782%
travailler		3		0.08219178082191782%
planétaires		3		0.08219178082191782%
bâtir		3		0.08219178082191782%
jeu		3		0.08219178082191782%
porter		3		0.08219178082191782%
affaires		3		0.08219178082191782%
consultations		3		0.08219178082191782%
froide		3		0.08219178082191782%
contribuer		3		0.08219178082191782%
recherche		3		0.08219178082191782%
chinois		3		0.08219178082191782%
prétexte		3		0.08219178082191782%
technologique		3		0.08219178082191782%
rester		3		0.08219178082191782%
mutuellement		3		0.08219178082191782%
bénéfique		3		0.08219178082191782%
où		3		0.08219178082191782%
grande		3		0.08219178082191782%
vers		3		0.08219178082191782%
œuvre		3		0.08219178082191782%
2030		3		0.08219178082191782%
construction		3		0.08219178082191782%
nouveau		3		0.08219178082191782%
activement		3		0.08219178082191782%
circulation		3		0.08219178082191782%
domestique		3		0.08219178082191782%
vaccins		3		0.08219178082191782%
technologie		3		0.08219178082191782%
flambeau		2		0.0547945205479452%
éclaire		2		0.0547945205479452%
année		2		0.0547945205479452%
2020		2		0.0547945205479452%
fait		2		0.0547945205479452%
grave		2		0.0547945205479452%
récession		2		0.0547945205479452%
crises		2		0.0547945205479452%
détermination		2		0.0547945205479452%
esprit		2		0.0547945205479452%
cette		2		0.0547945205479452%
résultats		2		0.0547945205479452%
empêcher		2		0.0547945205479452%
virus		2		0.0547945205479452%
forte		2		0.0547945205479452%
première		2		0.0547945205479452%
coordination		2		0.0547945205479452%
équilibrée		2		0.0547945205479452%
inclusive		2		0.0547945205479452%
régions		2		0.0547945205479452%
même		2		0.0547945205479452%
faibles		2		0.0547945205479452%
leurs		2		0.0547945205479452%
hauteur		2		0.0547945205479452%
soutien		2		0.0547945205479452%
sortir		2		0.0547945205479452%
encore		2		0.0547945205479452%
réelle		2		0.0547945205479452%
nouveaux		2		0.0547945205479452%
modes		2		0.0547945205479452%
perfectionner		2		0.0547945205479452%
structure		2		0.0547945205479452%
long		2		0.0547945205479452%
terme		2		0.0547945205479452%
préjugés		2		0.0547945205479452%
idéologiques		2		0.0547945205479452%
coexistence		2		0.0547945205479452%
pacifique		2		0.0547945205479452%
-		2		0.0547945205479452%
systèmes		2		0.0547945205479452%
aucun		2		0.0547945205479452%
essentiel		2		0.0547945205479452%
savoir		2		0.0547945205479452%
y		2		0.0547945205479452%
sans		2		0.0547945205479452%
diversité		2		0.0547945205479452%
arrogance		2		0.0547945205479452%
terrain		2		0.0547945205479452%
mutuelle		2		0.0547945205479452%
réduire		2		0.0547945205479452%
entre		2		0.0547945205479452%
développés		2		0.0547945205479452%
écart		2		0.0547945205479452%
nord-sud		2		0.0547945205479452%
davantage		2		0.0547945205479452%
renforcement		2		0.0547945205479452%
consolider		2		0.0547945205479452%
accorder		2		0.0547945205479452%
égalité		2		0.0547945205479452%
puissent		2		0.0547945205479452%
bénéficier		2		0.0547945205479452%
fruits		2		0.0547945205479452%
surmonter		2		0.0547945205479452%
meilleur		2		0.0547945205479452%
terre		2		0.0547945205479452%
foyer		2		0.0547945205479452%
intensifier		2		0.0547945205479452%
car		2		0.0547945205479452%
impératif		2		0.0547945205479452%
fermeture		2		0.0547945205479452%
déterminé		2		0.0547945205479452%
découplage		2		0.0547945205479452%
valeurs		2		0.0547945205479452%
ouverte		2		0.0547945205479452%
sauvegarder		2		0.0547945205479452%
technologiques		2		0.0547945205479452%
rôle		2		0.0547945205479452%
financier		2		0.0547945205479452%
demande		2		0.0547945205479452%
loi		2		0.0547945205479452%
consensus		2		0.0547945205479452%
suivre		2		0.0547945205479452%
ordre		2		0.0547945205479452%
reconnues		2		0.0547945205479452%
fermement		2		0.0547945205479452%
résolument		2		0.0547945205479452%
institutions		2		0.0547945205479452%
cadre		2		0.0547945205479452%
leur		2		0.0547945205479452%
prises		2		0.0547945205479452%
montre		2		0.0547945205479452%
antagonisme		2		0.0547945205479452%
régler		2		0.0547945205479452%
divergences		2		0.0547945205479452%
dialogue		2		0.0547945205479452%
maintes		2		0.0547945205479452%
bien-être		2		0.0547945205479452%
somme		2		0.0547945205479452%
nulle		2		0.0547945205479452%
commune		2		0.0547945205479452%
équitable		2		0.0547945205479452%
on		2		0.0547945205479452%
siècle		2		0.0547945205479452%
acquis		2		0.0547945205479452%
avancer		2		0.0547945205479452%
faits		2		0.0547945205479452%
appliquer		2		0.0547945205479452%
climat		2		0.0547945205479452%
programme		2		0.0547945205479452%
horizon		2		0.0547945205479452%
travail		2		0.0547945205479452%
pauvreté		2		0.0547945205479452%
mettra		2		0.0547945205479452%
dynamique		2		0.0547945205479452%
œuvrera		2		0.0547945205479452%
ouvert		2		0.0547945205479452%
part		2		0.0547945205479452%
active		2		0.0547945205479452%
tâche		2		0.0547945205479452%
production		2		0.0547945205479452%
bien		2		0.0547945205479452%
ici		2		0.0547945205479452%
soutient		2		0.0547945205479452%
productivité		2		0.0547945205479452%
scientifique		2		0.0547945205479452%
intérêt		2		0.0547945205479452%
poursuit		2		0.0547945205479452%
marché		2		0.0547945205479452%
carbone		2		0.0547945205479452%
je		2		0.0547945205479452%
objectifs		2		0.0547945205479452%
mesures		2		0.0547945205479452%
protection		2		0.0547945205479452%
main		2		0.0547945205479452%
allocution		1		0.0273972602739726%
édition		1		0.0273972602739726%
virtuelle		1		0.0273972602739726%
agenda		1		0.0273972602739726%
davos		1		0.0273972602739726%
forum		1		0.0273972602739726%
25		1		0.0273972602739726%
janvier		1		0.0273972602739726%
2021		1		0.0273972602739726%
m.		1		0.0273972602739726%
xi		1		0.0273972602739726%
jinping		1		0.0273972602739726%
président		1		0.0273972602739726%
république		1		0.0273972602739726%
populaire		1		0.0273972602739726%
professeur		1		0.0273972602739726%
klaus		1		0.0273972602739726%
schwab		1		0.0273972602739726%
marquée		1		0.0273972602739726%
éclatement		1		0.0273972602739726%
soudain		1		0.0273972602739726%
pandémie		1		0.0273972602739726%
menace		1		0.0273972602739726%
plongé		1		0.0273972602739726%
profonde		1		0.0273972602739726%
affronté		1		0.0273972602739726%
multiples		1		0.0273972602739726%
rarement		1		0.0273972602739726%
vues		1		0.0273972602739726%
témoin		1		0.0273972602739726%
courage		1		0.0273972602739726%
extraordinaires		1		0.0273972602739726%
coronavirus		1		0.0273972602739726%
guidée		1		0.0273972602739726%
raison		1		0.0273972602739726%
humanitaire		1		0.0273972602739726%
enregistré		1		0.0273972602739726%
premiers		1		0.0273972602739726%
loin		1		0.0273972602739726%
terminée		1		0.0273972602739726%
récente		1		0.0273972602739726%
résurgence		1		0.0273972602739726%
rappelle		1		0.0273972602739726%
sommes		1		0.0273972602739726%
convaincus		1		0.0273972602739726%
hiver		1		0.0273972602739726%
saurait		1		0.0273972602739726%
arrivée		1		0.0273972602739726%
printemps		1		0.0273972602739726%
obscurité		1		0.0273972602739726%
chassée		1		0.0273972602739726%
soleil		1		0.0273972602739726%
levant		1		0.0273972602739726%
vaincra		1		0.0273972602739726%
sortira		1		0.0273972602739726%
épreuve		1		0.0273972602739726%
décision		1		0.0273972602739726%
prenons		1		0.0273972602739726%
façonnera		1		0.0273972602739726%
accomplir		1		0.0273972602739726%
quatre		1		0.0273972602739726%
tâches		1		0.0273972602739726%
majeures		1		0.0273972602739726%
époque		1		0.0273972602739726%
traversons		1		0.0273972602739726%
