单词		词频		占比
et		91		4.598281960586155%
de		84		4.244567963617989%
,		75		3.7897928246589183%
la		66		3.335017685699848%

		57		2.8802425467407784%
.		54		2.7286508337544215%
le		46		2.3244062657908033%
l’		43		2.1728145528044465%
à		42		2.1222839818089945%
les		35		1.7685699848408287%
en		31		1.5664477008590199%
afrique		26		1.3137948458817585%
pour		25		1.263264274886306%
un		24		1.2127337038908539%
chine		24		1.2127337038908539%
des		23		1.1622031328954017%
d’		23		1.1622031328954017%
plus		22		1.1116725618999495%
du		21		1.0611419909044972%
nous		21		1.0611419909044972%
dans		19		0.9600808489135927%
une		18		0.9095502779181406%
développement		18		0.9095502779181406%
-		16		0.808489135927236%
coopération		16		0.808489135927236%
est		13		0.6568974229408793%
africains		13		0.6568974229408793%
fcsa		11		0.5558362809499747%
avec		10		0.5053057099545225%
a		10		0.5053057099545225%
chinois		10		0.5053057099545225%
au		10		0.5053057099545225%
aux		10		0.5053057099545225%
pays		10		0.5053057099545225%
que		10		0.5053057099545225%
sur		9		0.4547751389590703%
ensemble		9		0.4547751389590703%
20		9		0.4547751389590703%
sont		8		0.404244567963618%
avons		8		0.404244567963618%
devons		8		0.404244567963618%
ans		7		0.35371399696816574%
sino-africaine		7		0.35371399696816574%
se		7		0.35371399696816574%
ont		7		0.35371399696816574%
relations		6		0.30318342597271347%
forum		6		0.30318342597271347%
chers		6		0.30318342597271347%
amis		6		0.30318342597271347%
il		6		0.30318342597271347%
nouvelle		6		0.30318342597271347%
sino-africaines		6		0.30318342597271347%
amitié		6		0.30318342597271347%
peuples		6		0.30318342597271347%
qui		5		0.25265285497726125%
monde		5		0.25265285497726125%
000		5		0.25265285497726125%
construire		5		0.25265285497726125%
communauté		5		0.25265285497726125%
bien		5		0.25265285497726125%
grand		4		0.202122283981809%
paix		4		0.202122283981809%
multilatéralisme		4		0.202122283981809%
gagnant		4		0.202122283981809%
solidarité		4		0.202122283981809%
tous		4		0.202122283981809%
s’		4		0.202122283981809%
«		4		0.202122283981809%
»		4		0.202122283981809%
mettre		4		0.202122283981809%
toutes		4		0.202122283981809%
ces		4		0.202122283981809%
par		4		0.202122283981809%
entre		4		0.202122283981809%
santé		4		0.202122283981809%
covid-19		4		0.202122283981809%
sommet		4		0.202122283981809%
réaliser		4		0.202122283981809%
défis		4		0.202122283981809%
avenir		4		0.202122283981809%
vous		3		0.15159171298635674%
après		3		0.15159171298635674%
dirigeants		3		0.15159171298635674%
beijing		3		0.15159171298635674%
conférence		3		0.15159171298635674%
considérablement		3		0.15159171298635674%
leur		3		0.15159171298635674%
intérêts		3		0.15159171298635674%
majeures		3		0.15159171298635674%
autre		3		0.15159171298635674%
commun		3		0.15159171298635674%
sino-africain		3		0.15159171298635674%
important		3		0.15159171298635674%
qu’		3		0.15159171298635674%
économique		3		0.15159171298635674%
africaine		3		0.15159171298635674%
engagement		3		0.15159171298635674%
rôle		3		0.15159171298635674%
contre		3		0.15159171298635674%
extraordinaire		3		0.15159171298635674%
solide		3		0.15159171298635674%
temps		3		0.15159171298635674%
efforts		3		0.15159171298635674%
nos		3		0.15159171298635674%
nationales		3		0.15159171298635674%
international		3		0.15159171298635674%
nouveaux		3		0.15159171298635674%
comment		3		0.15159171298635674%
répondre		3		0.15159171298635674%
notre		3		0.15159171298635674%
?		3		0.15159171298635674%
relever		3		0.15159171298635674%
partagé		3		0.15159171298635674%
stratégique		3		0.15159171298635674%
afin		3		0.15159171298635674%
faire		3		0.15159171298635674%
je		3		0.15159171298635674%
construction		3		0.15159171298635674%
nouveau		2		0.1010611419909045%
parcours		2		0.1010611419909045%
affaires		2		0.1010611419909045%
réception		2		0.1010611419909045%
20e		2		0.1010611419909045%
anniversaire		2		0.1010611419909045%
participer		2		0.1010611419909045%
cette		2		0.1010611419909045%
(		2		0.1010611419909045%
)		2		0.1010611419909045%
y		2		0.1010611419909045%
phase		2		0.1010611419909045%
étendard		2		0.1010611419909045%
grande		2		0.1010611419909045%
taille		2		0.1010611419909045%
niveau		2		0.1010611419909045%
frères		2		0.1010611419909045%
mutuellement		2		0.1010611419909045%
liens		2		0.1010611419909045%
lutte		2		0.1010611419909045%
soutien		2		0.1010611419909045%
questions		2		0.1010611419909045%
part		2		0.1010611419909045%
justice		2		0.1010611419909045%
équité		2		0.1010611419909045%
milliards		2		0.1010611419909045%
dollars		2		0.1010611419909045%
américains		2		0.1010611419909045%
fois		2		0.1010611419909045%
deux		2		0.1010611419909045%
parties		2		0.1010611419909045%
œuvre		2		0.1010611419909045%
continent		2		0.1010611419909045%
africain		2		0.1010611419909045%
6		2		0.1010611419909045%
kilomètres		2		0.1010611419909045%
établissements		2		0.1010611419909045%
centre		2		0.1010611419909045%
ua		2		0.1010611419909045%
pont		2		0.1010611419909045%
développés		2		0.1010611419909045%
environ		2		0.1010611419909045%
confucius		2		0.1010611419909045%
partenariat		2		0.1010611419909045%
envoyé		2		0.1010611419909045%
lorsque		2		0.1010611419909045%
côte		2		0.1010611419909045%
virus		2		0.1010611419909045%
toujours		2		0.1010611419909045%
épreuves		2		0.1010611419909045%
national		2		0.1010611419909045%
ce		2		0.1010611419909045%
historique		2		0.1010611419909045%
main		2		0.1010611419909045%
tout		2		0.1010611419909045%
fait		2		0.1010611419909045%
meilleure		2		0.1010611419909045%
leurs		2		0.1010611419909045%
voie		2		0.1010611419909045%
redressement		2		0.1010611419909045%
adaptée		2		0.1010611419909045%
réalités		2		0.1010611419909045%
ordre		2		0.1010611419909045%
porter		2		0.1010611419909045%
assurer		2		0.1010611419909045%
qualité		2		0.1010611419909045%
discuter		2		0.1010611419909045%
encore		2		0.1010611419909045%
situation		2		0.1010611419909045%
internationale		2		0.1010611419909045%
sens		2		0.1010611419909045%
jamais		2		0.1010611419909045%
résultats		2		0.1010611419909045%
soutenir		2		0.1010611419909045%
fermement		2		0.1010611419909045%
défendre		2		0.1010611419909045%
prête		2		0.1010611419909045%
son		2		0.1010611419909045%
vaccins		2		0.1010611419909045%
aider		2		0.1010611419909045%
renforcement		2		0.1010611419909045%
ses		2		0.1010611419909045%
capacités		2		0.1010611419909045%
libre		2		0.1010611419909045%
échange		2		0.1010611419909045%
mieux		2		0.1010611419909045%
assumer		2		0.1010611419909045%
responsabilités		2		0.1010611419909045%
prochaine		2		0.1010611419909045%
partie		2		0.1010611419909045%
ouvrir		1		0.05053057099545225%
chapitre		1		0.05053057099545225%
base		1		0.05053057099545225%
vingt		1		0.05053057099545225%
glorieux		1		0.05053057099545225%
m.		1		0.05053057099545225%
wang		1		0.05053057099545225%
yi		1		0.05053057099545225%
conseiller		1		0.05053057099545225%
état		1		0.05053057099545225%
ministre		1		0.05053057099545225%
étrangères		1		0.05053057099545225%
allocution		1		0.05053057099545225%
commémorant		1		0.05053057099545225%
12		1		0.05053057099545225%
novembre		1		0.05053057099545225%
2020		1		0.05053057099545225%
distingués		1		0.05053057099545225%
invités		1		0.05053057099545225%
bonsoir		1		0.05053057099545225%
c’		1		0.05053057099545225%
plaisir		1		0.05053057099545225%
moi		1		0.05053057099545225%
célébrer		1		0.05053057099545225%
peu		1		0.05053057099545225%
adoption		1		0.05053057099545225%
déclaration		1		0.05053057099545225%
millénaire		1		0.05053057099545225%
nations		1		0.05053057099545225%
unies		1		0.05053057099545225%
réunis		1		0.05053057099545225%
première		1		0.05053057099545225%
ouvrant		1		0.05053057099545225%
page		1		0.05053057099545225%
tendance		1		0.05053057099545225%
générale		1		0.05053057099545225%
devenu		1		0.05053057099545225%
bel		1		0.05053057099545225%
exemple		1		0.05053057099545225%
consolidé		1		0.05053057099545225%
famille		1		0.05053057099545225%
membres		1		0.05053057099545225%
malgré		1		0.05053057099545225%
respectent		1		0.05053057099545225%
traitent		1		0.05053057099545225%
pied		1		0.05053057099545225%
égalité		1		0.05053057099545225%
poursuivi		1		0.05053057099545225%
profonde		1		0.05053057099545225%
tissés		1		0.05053057099545225%
libération		1		0.05053057099545225%
nationale		1		0.05053057099545225%
prêté		1		0.05053057099545225%
ferme		1		0.05053057099545225%
touchant		1		0.05053057099545225%
vitaux		1		0.05053057099545225%
préoccupations		1		0.05053057099545225%
porté		1		0.05053057099545225%
haut		1		0.05053057099545225%
levé		1		0.05053057099545225%
renforcé		1		0.05053057099545225%
place		1		0.05053057099545225%
influence		1		0.05053057099545225%
préservé		1		0.05053057099545225%
globaux		1		0.05053057099545225%
contribué		1		0.05053057099545225%
2019		1		0.05053057099545225%
commerce		1		0.05053057099545225%
établi		1		0.05053057099545225%
208,7		1		0.05053057099545225%
stock		1		0.05053057099545225%
investissements		1		0.05053057099545225%
directs		1		0.05053057099545225%
atteint		1		0.05053057099545225%
49,1		1		0.05053057099545225%
respectivement		1		0.05053057099545225%
100		1		0.05053057099545225%
élaboré		1		0.05053057099545225%
dix		1		0.05053057099545225%
programmes		1		0.05053057099545225%
huit		1		0.05053057099545225%
initiatives		1		0.05053057099545225%
aidé		1		0.05053057099545225%
notamment		1		0.05053057099545225%
construisant		1		0.05053057099545225%
dizaines		1		0.05053057099545225%
zones		1		0.05053057099545225%
commerciale		1		0.05053057099545225%
parcs		1		0.05053057099545225%
industriels		1		0.05053057099545225%
chemins		1		0.05053057099545225%
fer		1		0.05053057099545225%
routes		1		0.05053057099545225%
près		1		0.05053057099545225%
ports		1		0.05053057099545225%
80		1		0.05053057099545225%
installations		1		0.05053057099545225%
production		1		0.05053057099545225%
électricité		1		0.05053057099545225%
130		1		0.05053057099545225%
sanitaires		1		0.05053057099545225%
45		1		0.05053057099545225%
stades		1		0.05053057099545225%
170		1		0.05053057099545225%
scolaires		1		0.05053057099545225%
constructions		1		0.05053057099545225%
origine		1		0.05053057099545225%
changements		1		0.05053057099545225%
tangibles		1		0.05053057099545225%
social		1		0.05053057099545225%
projets		1		0.05053057099545225%
incarnant		1		0.05053057099545225%
rêve		1		0.05053057099545225%
séculaire		1		0.05053057099545225%
tels		1		0.05053057099545225%
union		1		0.05053057099545225%
ligne		1		0.05053057099545225%
ferroviaire		1		0.05053057099545225%
mombasa		1		0.05053057099545225%
nairobi		1		0.05053057099545225%
maputo		1		0.05053057099545225%
catembe		1		0.05053057099545225%
été		1		0.05053057099545225%
accomplis		1		0.05053057099545225%
uns		1		0.05053057099545225%
autres		1		0.05053057099545225%
traduisant		1		0.05053057099545225%
excellence		1		0.05053057099545225%
resserré		1		0.05053057099545225%
think		1		0.05053057099545225%
tanks		1		0.05053057099545225%
presse		1		0.05053057099545225%
festival		1		0.05053057099545225%
jeunesse		1		0.05053057099545225%
sans		1		0.05053057099545225%
cesse		1		0.05053057099545225%
jouent		1		0.05053057099545225%
désormais		1		0.05053057099545225%
fourni		1		0.05053057099545225%
total		1		0.05053057099545225%
120		1		0.05053057099545225%
bourses		1		0.05053057099545225%
gouvernementales		1		0.05053057099545225%
créé		1		0.05053057099545225%
61		1		0.05053057099545225%
instituts		1		0.05053057099545225%
44		1		0.05053057099545225%
classes		1		0.05053057099545225%
46		1		0.05053057099545225%
elle		1		0.05053057099545225%
48		1		0.05053057099545225%
21		1		0.05053057099545225%
professionnels		1		0.05053057099545225%
prodigué		1		0.05053057099545225%
soins		1		0.05053057099545225%
220		1		0.05053057099545225%
millions		1		0.05053057099545225%
personnes		1		0.05053057099545225%
2014		1		0.05053057099545225%
ouest		1		0.05053057099545225%
était		1		0.05053057099545225%
frappée		1		0.05053057099545225%
épidémie		1		0.05053057099545225%
ebola		1		0.05053057099545225%
1		1		0.05053057099545225%
médecins		1		0.05053057099545225%
infirmiers		1		0.05053057099545225%
partis		1		0.05053057099545225%
prêter		1		0.05053057099545225%
secours		1		0.05053057099545225%
touchés		1		0.05053057099545225%
mépris		1		0.05053057099545225%
dangers		1		0.05053057099545225%
quand		1		0.05053057099545225%
survenue		1		0.05053057099545225%
soudaineté		1		0.05053057099545225%
mené		1		0.05053057099545225%
coronavirus		1		0.05053057099545225%
juin		1		0.05053057099545225%
dernier		1		0.05053057099545225%
président		1		0.05053057099545225%
xi		1		0.05053057099545225%
jinping		1		0.05053057099545225%
organisé		1		0.05053057099545225%
fort		1		0.05053057099545225%
message		1		0.05053057099545225%
face		1		0.05053057099545225%
avérée		1		0.05053057099545225%
puissante		1		0.05053057099545225%
travers		1		0.05053057099545225%
combats		1		0.05053057099545225%
menés		1		0.05053057099545225%
surmontées		1		0.05053057099545225%
regroupe		1		0.05053057099545225%
nombre		1		0.05053057099545225%
durant		1		0.05053057099545225%
dernières		1		0.05053057099545225%
années		1		0.05053057099545225%
assisté		1		0.05053057099545225%
rapide		1		0.05053057099545225%
même		1		0.05053057099545225%
vu		1		0.05053057099545225%
persévérants		1		0.05053057099545225%
peuple		1		0.05053057099545225%
renouveau		1		0.05053057099545225%
unie		1		0.05053057099545225%
forte		1		0.05053057099545225%
avancé		1		0.05053057099545225%
montré		1		0.05053057099545225%
accomplissements		1		0.05053057099545225%
étaient		1		0.05053057099545225%
capables		1		0.05053057099545225%
donner		1		0.05053057099545225%
vie		1		0.05053057099545225%
grâce		1		0.05053057099545225%
travail		1		0.05053057099545225%
persévérant		1		0.05053057099545225%
pouvaient		1		0.05053057099545225%
frayer		1		0.05053057099545225%
propres		1		0.05053057099545225%
vers		1		0.05053057099545225%
aujourd’hui		1		0.05053057099545225%
traverse		1		0.05053057099545225%
transformations		1		0.05053057099545225%
inédites		1		0.05053057099545225%
depuis		1		0.05053057099545225%
siècle		1		0.05053057099545225%
réajustement		1		0.05053057099545225%
accéléré		1		0.05053057099545225%
raison		1		0.05053057099545225%
donne		1		0.05053057099545225%
appellent		1		0.05053057099545225%
engagements		1		0.05053057099545225%
nouvelles		1		0.05053057099545225%
actions		1		0.05053057099545225%
hauteur		1		0.05053057099545225%
exigence		1		0.05053057099545225%
dynamique		1		0.05053057099545225%
innovant		1		0.05053057099545225%
j’		1		0.05053057099545225%
aimerais		1		0.05053057099545225%
avancer		1		0.05053057099545225%
proposition		1		0.05053057099545225%
quatre		1		0.05053057099545225%
points		1		0.05053057099545225%
:		1		0.05053057099545225%
premièrement		1		0.05053057099545225%
renforcer		1		0.05053057099545225%
lors		1		0.05053057099545225%
2018		1		0.05053057099545225%
décidé		1		0.05053057099545225%
unanimité		1		0.05053057099545225%
donné		1		0.05053057099545225%
profond		1		0.05053057099545225%
décision		1		0.05053057099545225%
pertinente		1		0.05053057099545225%
poursuivre		1		0.05053057099545225%
principe		1		0.05053057099545225%
dit		1		0.05053057099545225%
sincérité		1		0.05053057099545225%
réels		1		0.05053057099545225%
bonne		1		0.05053057099545225%
foi		1		0.05053057099545225%
celui		1		0.05053057099545225%
recherche		1		0.05053057099545225%
partagés		1		0.05053057099545225%
visant		1		0.05053057099545225%
souveraineté		1		0.05053057099545225%
dignité		1		0.05053057099545225%
rechercher		1		0.05053057099545225%
toute		1		0.05053057099545225%
indépendance		1		0.05053057099545225%
préserver		1		0.05053057099545225%
droit		1		0.05053057099545225%
légitime		1		0.05053057099545225%
deuxièmement		1		0.05053057099545225%
surmonter		1		0.05053057099545225%
travailler		1		0.05053057099545225%
acquis		1		0.05053057099545225%
pencher		1		0.05053057099545225%
reprise		1		0.05053057099545225%
activités		1		0.05053057099545225%
amélioration		1		0.05053057099545225%
bien-être		1		0.05053057099545225%
population		1		0.05053057099545225%
réaffirme		1		0.05053057099545225%
honorera		1		0.05053057099545225%
effectivement		1		0.05053057099545225%
solennel		1		0.05053057099545225%
public		1		0.05053057099545225%
mondial		1		0.05053057099545225%
envisageons		1		0.05053057099545225%
favorablement		1		0.05053057099545225%
déployés		1		0.05053057099545225%
fournir		1		0.05053057099545225%
besoin		1		0.05053057099545225%
vaincre		1		0.05053057099545225%
vite		1		0.05053057099545225%
troisièmement		1		0.05053057099545225%
mener		1		0.05053057099545225%
continuera		1		0.05053057099545225%
infrastructures		1		0.05053057099545225%
processus		1		0.05053057099545225%
industrialisation		1		0.05053057099545225%
autodéveloppement		1		0.05053057099545225%
félicite		1		0.05053057099545225%
zone		1		0.05053057099545225%
continentale		1		0.05053057099545225%
fournira		1		0.05053057099545225%
secrétariat		1		0.05053057099545225%
financier		1		0.05053057099545225%
formations		1		0.05053057099545225%
faut		1		0.05053057099545225%
approfondir		1		0.05053057099545225%
matière		1		0.05053057099545225%
intégration		1		0.05053057099545225%
chaînes		1		0.05053057099545225%
industrielles		1		0.05053057099545225%
approvisionnement		1		0.05053057099545225%
profiter		1		0.05053057099545225%
marché		1		0.05053057099545225%
intégrer		1		0.05053057099545225%
circuit		1		0.05053057099545225%
élaboration		1		0.05053057099545225%
cadre		1		0.05053057099545225%
changement		1		0.05053057099545225%
climatique		1		0.05053057099545225%
défi		1		0.05053057099545225%
quatrièmement		1		0.05053057099545225%
humanité		1		0.05053057099545225%
comme		1		0.05053057099545225%
fermes		1		0.05053057099545225%
défenseurs		1		0.05053057099545225%
forces		1		0.05053057099545225%
historiques		1		0.05053057099545225%
central		1		0.05053057099545225%
onu		1		0.05053057099545225%
mondiales		1		0.05053057099545225%
multilatérales		1		0.05053057099545225%
normes		1		0.05053057099545225%
fondamentales		1		0.05053057099545225%
régissant		1		0.05053057099545225%
internationales		1		0.05053057099545225%
ainsi		1		0.05053057099545225%
planétaires		1		0.05053057099545225%
gouvernance		1		0.05053057099545225%
mondiale		1		0.05053057099545225%
évoluer		1		0.05053057099545225%
juste		1		0.05053057099545225%
raisonnable		1		0.05053057099545225%
contribuer		1		0.05053057099545225%
avènement		1		0.05053057099545225%
propre		1		0.05053057099545225%
beau		1		0.05053057099545225%
durable		1		0.05053057099545225%
sécurité		1		0.05053057099545225%
globale		1		0.05053057099545225%
prospérité		1		0.05053057099545225%
commune		1		0.05053057099545225%
ouverture		1		0.05053057099545225%
inclusion		1		0.05053057099545225%
exemplaire		1		0.05053057099545225%
prévue		1		0.05053057099545225%
année		1		0.05053057099545225%
sénégal		1		0.05053057099545225%
chinoise		1		0.05053057099545225%
entend		1		0.05053057099545225%
œuvrer		1		0.05053057099545225%
préparer		1		0.05053057099545225%
cet		1		0.05053057099545225%
événement		1		0.05053057099545225%
contribue		1		0.05053057099545225%
synergie		1		0.05053057099545225%
objectif		1		0.05053057099545225%
deuxième		1		0.05053057099545225%
centenaire		1		0.05053057099545225%
agenda		1		0.05053057099545225%
2063		1		0.05053057099545225%
élargir		1		0.05053057099545225%
consensus		1		0.05053057099545225%
étendre		1		0.05053057099545225%
domaines		1		0.05053057099545225%
apporter		1		0.05053057099545225%
davantage		1		0.05053057099545225%
bénéfices		1		0.05053057099545225%
global		1		0.05053057099545225%
élevé		1		0.05053057099545225%
ère		1		0.05053057099545225%
prometteuse		1		0.05053057099545225%
met		1		0.05053057099545225%
point		1		0.05053057099545225%
départ		1		0.05053057099545225%
quoi		1		0.05053057099545225%
advienne		1		0.05053057099545225%
quelles		1		0.05053057099545225%
soient		1		0.05053057099545225%
difficultés		1		0.05053057099545225%
devant		1		0.05053057099545225%
n’		1		0.05053057099545225%
arrêterons		1		0.05053057099545225%
marche		1		0.05053057099545225%
avant		1		0.05053057099545225%
avoir		1		0.05053057099545225%
détermination		1		0.05053057099545225%
sortes		1		0.05053057099545225%
créer		1		0.05053057099545225%
radieux		1		0.05053057099545225%
terminer		1		0.05053057099545225%
propose		1		0.05053057099545225%
toast		1		0.05053057099545225%
éternelle		1		0.05053057099545225%
bonheur		1		0.05053057099545225%
mes		1		0.05053057099545225%
sœurs		1		0.05053057099545225%
remercie		1		0.05053057099545225%
