单词		词频		占比
la		128		5.519620526088832%
de		126		5.433376455368694%
et		106		4.570935748167313%
,		97		4.182837429926693%
l’		74		3.1910306166451052%

		70		3.0185424752048298%
.		66		2.846054333764554%
le		54		2.3285899094437257%
les		49		2.112979732643381%
des		39		1.6817593790426906%
pour		35		1.5092712376024149%
à		35		1.5092712376024149%
d’		27		1.1642949547218628%
nous		27		1.1642949547218628%
coopération		25		1.0780508840017249%
dans		24		1.034928848641656%
un		22		0.9486847779215178%
en		20		0.8624407072013798%
développement		20		0.8624407072013798%
ocs		19		0.8193186718413108%
une		18		0.7761966364812419%
du		17		0.733074601121173%
devons		16		0.689952565761104%
par		13		0.5605864596808969%
que		13		0.5605864596808969%
sécurité		13		0.5605864596808969%
chine		12		0.517464424320828%
est		12		0.517464424320828%
plus		11		0.4743423889607589%
sur		11		0.4743423889607589%
tous		11		0.4743423889607589%
pays		10		0.4312203536006899%
a		10		0.4312203536006899%
au		9		0.38809831824062097%
monde		9		0.38809831824062097%
entre		9		0.38809831824062097%
il		9		0.38809831824062097%
faire		8		0.344976282880552%
communauté		8		0.344976282880552%
approfondir		7		0.301854247520483%
organisation		7		0.301854247520483%
avec		7		0.301854247520483%
«		7		0.301854247520483%
notre		7		0.301854247520483%
»		7		0.301854247520483%
shanghai		6		0.258732212160414%
construire		6		0.258732212160414%
covid-19		6		0.258732212160414%
aux		6		0.258732212160414%
stabilité		6		0.258732212160414%
faut		6		0.258732212160414%
solidarité		5		0.21561017680034494%
partagé		5		0.21561017680034494%
affaires		5		0.21561017680034494%
membres		5		0.21561017680034494%
politique		5		0.21561017680034494%
davantage		5		0.21561017680034494%
région		5		0.21561017680034494%
soutenir		5		0.21561017680034494%
états		5		0.21561017680034494%
autres		5		0.21561017680034494%
esprit		4		0.172488141440276%
président		4		0.172488141440276%
chers		4		0.172488141440276%
collègues		4		0.172488141440276%
travail		4		0.172488141440276%
poursuivre		4		0.172488141440276%
bon		4		0.172488141440276%
elle		4		0.172488141440276%
économique		4		0.172488141440276%
gagnant		4		0.172488141440276%
-		4		0.172488141440276%
contre		4		0.172488141440276%
mutuellement		4		0.172488141440276%
virus		4		0.172488141440276%
rôle		4		0.172488141440276%
ensemble		4		0.172488141440276%
échanges		4		0.172488141440276%
mutuelle		4		0.172488141440276%
matière		4		0.172488141440276%
