单词		词频		占比
de		1404		5.933313611968051%
,		1047		4.424629167899252%
et		1023		4.323205003592106%
la		948		4.006254490132274%
.		682		2.882136669061404%
les		625		2.6412542788319318%
l'		615		2.5989942103706207%
des		611		2.5820901829860965%

		606		2.560960148755441%
à		494		2.087647381988759%
le		411		1.7368888137598781%
d'		312		1.3185141359929002%
en		310		1.3100621223006381%
du		306		1.2931580949161139%
nous		249		1.0522757046866416%
dans		191		0.8071673076110384%
une		171		0.7226471706884164%
que		144		0.6085449858428771%
pour		137		0.5789629379199595%
a		122		0.5155728352279931%
