单词		词频		占比
la		138		5.433070866141732%
de		130		5.118110236220472%
et		104		4.094488188976378%

		73		2.874015748031496%
,		73		2.874015748031496%
.		73		2.874015748031496%
le		62		2.440944881889764%
à		59		2.322834645669291%
des		54		2.1259842519685037%
les		53		2.0866141732283463%
l’		43		1.6929133858267715%
d’		35		1.3779527559055118%
dans		31		1.220472440944882%
sécurité		26		1.0236220472440944%
du		25		0.984251968503937%
en		25		0.984251968503937%
un		24		0.9448818897637795%
armes		24		0.9448818897637795%
chine		23		0.905511811023622%
une		22		0.8661417322834646%
pour		22		0.8661417322834646%
sur		21		0.8267716535433071%
nous		20		0.7874015748031495%
désarmement		19		0.7480314960629921%
au		19		0.7480314960629921%
nucléaires		18		0.7086614173228346%
paix		14		0.5511811023622047%
pays		14		0.5511811023622047%
a		13		0.5118110236220472%
par		13		0.5118110236220472%
plus		13		0.5118110236220472%
nucléaire		11		0.4330708661417323%
avec		11		0.4330708661417323%
monde		10		0.39370078740157477%
aux		10		0.39370078740157477%
parties		10		0.39370078740157477%
armements		9		0.3543307086614173%
non-prolifération		9		0.3543307086614173%
devons		9		0.3543307086614173%
conférence		8		0.31496062992125984%
promouvoir		8		0.31496062992125984%
traité		8		0.31496062992125984%
monsieur		7		0.2755905511811024%
réaliser		7		0.2755905511811024%
processus		7		0.2755905511811024%
contrôle		7		0.2755905511811024%
international		7		0.2755905511811024%
internationale		7		0.2755905511811024%
président		7		0.2755905511811024%
coopération		7		0.2755905511811024%
ne		7		0.2755905511811024%
leur		7		0.2755905511811024%
préserver		6		0.23622047244094488%
est		6		0.23622047244094488%
faire		6		0.23622047244094488%
stabilité		6		0.23622047244094488%
stratégique		6		0.23622047244094488%
il		6		0.23622047244094488%
que		6		0.23622047244094488%
tous		6		0.23622047244094488%
durable		6		0.23622047244094488%
dotés		6		0.23622047244094488%
multilatéralisme		5		0.19685039370078738%
développement		5		0.19685039370078738%
jamais		5		0.19685039370078738%
fermement		5		0.19685039370078738%
mondiale		5		0.19685039370078738%
voie		5		0.19685039370078738%
deux		5		0.19685039370078738%
politique		5		0.19685039370078738%
interdiction		5		0.19685039370078738%
toujours		5		0.19685039370078738%
autres		5		0.19685039370078738%
ensemble		5		0.19685039370078738%
états		5		0.19685039370078738%
doivent		5		0.19685039370078738%
matière		5		0.19685039370078738%
efforts		5		0.19685039370078738%
s’		5		0.19685039370078738%
initiative		5		0.19685039370078738%
toutes		5		0.19685039370078738%
commune		4		0.15748031496062992%
elle		4		0.15748031496062992%
contribution		4		0.15748031496062992%
qu’		4		0.15748031496062992%
-		4		0.15748031496062992%
vue		4		0.15748031496062992%
nations		4		0.15748031496062992%
unies		4		0.15748031496062992%
gouvernance		4		0.15748031496062992%
doit		4		0.15748031496062992%
contre		4		0.15748031496062992%
ce		4		0.15748031496062992%
leurs		4		0.15748031496062992%
sorte		4		0.15748031496062992%
négociations		4		0.15748031496062992%
régime		4		0.15748031496062992%
travailler		4		0.15748031496062992%
manière		4		0.15748031496062992%
(		4		0.15748031496062992%
)		4		0.15748031496062992%
entend		4		0.15748031496062992%
jcpoa		4		0.15748031496062992%
sont		4		0.15748031496062992%
espace		4		0.15748031496062992%
données		4		0.15748031496062992%
onu		4		0.15748031496062992%
biologique		4		0.15748031496062992%
rôle		3		0.11811023622047244%
important		3		0.11811023622047244%
historique		3		0.11811023622047244%
niveau		3		0.11811023622047244%
préservation		3		0.11811023622047244%
depuis		3		0.11811023622047244%
bonne		3		0.11811023622047244%
ont		3		0.11811023622047244%
nouvelle		3		0.11811023622047244%
globale		3		0.11811023622047244%
rejeter		3		0.11811023622047244%
renforcer		3		0.11811023622047244%
cette		3		0.11811023622047244%
aucun		3		0.11811023622047244%
y		3		0.11811023622047244%
pacifique		3		0.11811023622047244%
nationale		3		0.11811023622047244%
premier		3		0.11811023622047244%
complète		3		0.11811023622047244%
poursuivre		3		0.11811023622047244%
réduction		3		0.11811023622047244%
créer		3		0.11811023622047244%
dialogue		3		0.11811023622047244%
projet		3		0.11811023622047244%
résolution		3		0.11811023622047244%
substantiels		3		0.11811023622047244%
délais		3		0.11811023622047244%
déploiement		3		0.11811023622047244%
vérification		3		0.11811023622047244%
négociation		3		0.11811023622047244%
double		3		0.11811023622047244%
convention		3		0.11811023622047244%
chimiques		3		0.11811023622047244%
prévenir		3		0.11811023622047244%
soutient		3		0.11811023622047244%
avancée		3		0.11811023622047244%
moyen-orient		3		0.11811023622047244%
états-unis		3		0.11811023622047244%
rapidement		3		0.11811023622047244%
péninsule		3		0.11811023622047244%
préoccupations		3		0.11811023622047244%
rechercher		2		0.07874015748031496%
excellence		2		0.07874015748031496%
secrétaire		2		0.07874015748031496%
générale		2		0.07874015748031496%
mesdames		2		0.07874015748031496%
messieurs		2		0.07874015748031496%
notre		2		0.07874015748031496%
apporté		2		0.07874015748031496%
moment		2		0.07874015748031496%
où		2		0.07874015748031496%
changements		2		0.07874015748031496%
appelée		2		0.07874015748031496%
agenda		2		0.07874015748031496%
clairement		2		0.07874015748031496%
avant		2		0.07874015748031496%
coopérative		2		0.07874015748031496%
gagnant		2		0.07874015748031496%
guerre		2		0.07874015748031496%
place		2		0.07874015748031496%
approche		2		0.07874015748031496%
grands		2		0.07874015748031496%
défis		2		0.07874015748031496%
sécuritaires		2		0.07874015748031496%
année		2		0.07874015748031496%
son		2		0.07874015748031496%
ans		2		0.07874015748031496%
cadre		2		0.07874015748031496%
importante		2		0.07874015748031496%
recherche		2		0.07874015748031496%
poursuit		2		0.07874015748031496%
défense		2		0.07874015748031496%
jour		2		0.07874015748031496%
sommes		2		0.07874015748031496%
destruction		2		0.07874015748031496%
utiliser		2		0.07874015748031496%
pas		2		0.07874015748031496%
employer		2		0.07874015748031496%
se		2		0.07874015748031496%
ses		2		0.07874015748031496%
obligations		2		0.07874015748031496%
internationales		2		0.07874015748031496%
ou		2		0.07874015748031496%
avancer		2		0.07874015748031496%
non		2		0.07874015748031496%
travail		2		0.07874015748031496%
sens		2		0.07874015748031496%
je		2		0.07874015748031496%
vous		2		0.07874015748031496%
faut		2		0.07874015748031496%
observer		2		0.07874015748031496%
actions		2		0.07874015748031496%
juridiquement		2		0.07874015748031496%
massive		2		0.07874015748031496%
multilatéral		2		0.07874015748031496%
cinq		2		0.07874015748031496%
membres		2		0.07874015748031496%
conseil		2		0.07874015748031496%
principe		2		0.07874015748031496%
être		2		0.07874015748031496%
dossiers		2		0.07874015748031496%
liés		2		0.07874015748031496%
proposé		2		0.07874015748031496%
lancer		2		0.07874015748031496%
œuvrer		2		0.07874015748031496%
brefs		2		0.07874015748031496%
oppose		2		0.07874015748031496%
certain		2		0.07874015748031496%
systèmes		2		0.07874015748031496%
internationaux		2		0.07874015748031496%
revêt		2		0.07874015748031496%
équilibrée		2		0.07874015748031496%
utilisation		2		0.07874015748031496%
grande		2		0.07874015748031496%
différentes		2		0.07874015748031496%
essais		2		0.07874015748031496%
