单词		词频		占比
la		524		4.9252749318544975%
de		494		4.6432935426261865%
et		439		4.126327662374283%
,		335		3.1487921797161387%
.		308		2.895008929410659%
l’		248		2.331046150954037%

		248		2.331046150954037%
le		231		2.171256697057994%
les		216		2.0302660024438386%
à		196		1.842278409624965%
des		176		1.6542908168060908%
en		134		1.2595168718864556%
 		134		1.2595168718864556%
du		131		1.2313187329636244%
d’		124		1.1655230754770185%
chine		117		1.0997274179904126%
dans		114		1.0715292790675817%
pays		105		0.9869348622990883%
pour		103		0.9681361030172009%
une		99		0.9305385844534262%
a		87		0.8177460287621017%
nous		84		0.7895478898392707%
un		78		0.7331516119936085%
développement		77		0.7237522323526647%
sur		64		0.6015602970203967%
est		64		0.6015602970203967%
avec		62		0.5827615377385092%
plus		56		0.5263652598928471%
que		55		0.5169658802519034%
au		54		0.5075665006109596%
monde		45		0.42297208384246643%
coopération		38		0.35717642635586055%
ont		38		0.35717642635586055%
internationale		37		0.3477770467149168%
:		36		0.33837766707397315%
cette		34		0.31957890779208575%
par		33		0.310179528151142%
avons		32		0.30078014851019835%
«		31		0.2913807688692546%
»		31		0.2913807688692546%
chinoise		30		0.28198138922831095%
relations		30		0.28198138922831095%
diplomatie		29		0.2725820095873672%
autres		28		0.26318262994642355%
aux		28		0.26318262994642355%
deux		27		0.2537832503054798%
année		26		0.24438387066453615%
qu’		26		0.24438387066453615%
communauté		25		0.23498449102359245%
mondiale		25		0.23498449102359245%
ne		25		0.23498449102359245%
-		25		0.23498449102359245%
chinois		23		0.21618573174170508%
entre		23		0.21618573174170508%
peuple		23		0.21618573174170508%
?		22		0.20678635210076135%
pcc		21		0.19738697245981768%
se		21		0.19738697245981768%
ce		21		0.19738697245981768%
elle		21		0.19738697245981768%
été		20		0.18798759281887395%
sont		19		0.17858821317793028%
son		18		0.16918883353698658%
vaccins		18		0.16918883353698658%
états-unis		18		0.16918883353698658%
wang		17		0.15978945389604288%
yi		17		0.15978945389604288%
s’		17		0.15978945389604288%
nations		17		0.15978945389604288%
ses		17		0.15978945389604288%
droits		16		0.15039007425509918%
unies		16		0.15039007425509918%
système		16		0.15039007425509918%
promouvoir		16		0.15039007425509918%
intérêts		16		0.15039007425509918%
qui		16		0.15039007425509918%
n’		16		0.15039007425509918%
situation		15		0.14099069461415548%
q		15		0.14099069461415548%
aussi		15		0.14099069461415548%
xi		15		0.14099069461415548%
jinping		15		0.14099069461415548%
contre		15		0.14099069461415548%
tous		15		0.14099069461415548%
voie		15		0.14099069461415548%
y		15		0.14099069461415548%
parti		14		0.13159131497321178%
ensemble		14		0.13159131497321178%
président		14		0.13159131497321178%
internationales		14		0.13159131497321178%
il		14		0.13159131497321178%
humanité		14		0.13159131497321178%
grande		14		0.13159131497321178%
initiative		14		0.13159131497321178%
non		14		0.13159131497321178%
paix		14		0.13159131497321178%
leur		14		0.13159131497321178%
nouvelle		13		0.12219193533226808%
stabilité		13		0.12219193533226808%
amitié		13		0.12219193533226808%
comme		13		0.12219193533226808%
international		13		0.12219193533226808%
activement		13		0.12219193533226808%
ils		13		0.12219193533226808%
état		12		0.11279255569132438%
rôle		12		0.11279255569132438%
covid-19		12		0.11279255569132438%
même		12		0.11279255569132438%
gouvernance		12		0.11279255569132438%
homme		12		0.11279255569132438%
nos		12		0.11279255569132438%
comment		12		0.11279255569132438%
leurs		12		0.11279255569132438%
pas		12		0.11279255569132438%
partie		12		0.11279255569132438%
sa		11		0.10339317605038068%
politique		11		0.10339317605038068%
œuvre		11		0.10339317605038068%
cela		11		0.10339317605038068%
mais		11		0.10339317605038068%
esprit		11		0.10339317605038068%
confrontation		11		0.10339317605038068%
jeux		11		0.10339317605038068%
olympiques		11		0.10339317605038068%
affaires		10		0.09399379640943697%
sous		10		0.09399379640943697%
grand		10		0.09399379640943697%
avenir		10		0.09399379640943697%
grands		10		0.09399379640943697%
