单词		词频		占比
la		430		5.077940481813887%
de		370		4.369390647142183%
et		344		4.06235238545111%
,		298		3.519130845536136%
.		286		3.377420878601795%

		252		2.975909305621162%
les		190		2.2437411431270666%
le		175		2.0666036844591402%
l’		173		2.04298535663675%
des		150		1.771374586679263%
à		143		1.6887104393008976%
chine		98		1.1572980632971186%
en		98		1.1572980632971186%
dans		92		1.086443079829948%
pour		86		1.0155880963627775%
du		84		0.9919697685403874%
d’		83		0.9801606046291923%
un		76		0.8974964572508267%
une		71		0.8384506376948512%
est		70		0.826641473783656%
coopération		63		0.7439773264052905%
nous		61		0.7203589985829003%
pays		60		0.7085498346717053%
plus		56		0.6613131790269249%
que		52		0.6140765233821445%
relations		50		0.5904581955597543%
:		48		0.5668398677373643%
sur		45		0.5314123760037789%
par		43		0.5077940481813887%
deux		42		0.4959848842701937%
a		41		0.48417572035899853%
développement		41		0.48417572035899853%
au		38		0.44874822862541336%
entre		36		0.4251299008030231%
«		36		0.4251299008030231%
»		36		0.4251299008030231%
avec		29		0.3424657534246575%
?		28		0.33065658951346244%
année		26		0.30703826169107223%
ont		26		0.30703826169107223%
se		25		0.29522909777987716%
il		25		0.29522909777987716%
internationale		23		0.271610769957487%
route		23		0.271610769957487%
wang		22		0.25980160604629193%
yi		22		0.25980160604629193%
qui		21		0.24799244213509686%
aux		21		0.24799244213509686%
parties		21		0.24799244213509686%
ce		21		0.24799244213509686%
qu’		21		0.24799244213509686%
y		21		0.24799244213509686%
chinois		20		0.23618327822390173%
ceinture		20		0.23618327822390173%
cette		18		0.21256495040151155%
sont		18		0.21256495040151155%
paix		18		0.21256495040151155%
pas		18		0.21256495040151155%
s’		17		0.20075578649031647%
monde		17		0.20075578649031647%
c’		17		0.20075578649031647%
états-unis		17		0.20075578649031647%
leurs		17		0.20075578649031647%
-		16		0.1889466225791214%
ne		16		0.1889466225791214%
leur		15		0.17713745866792632%
xi		14		0.16532829475673122%
jinping		14		0.16532829475673122%
nouvelle		14		0.16532829475673122%
depuis		14		0.16532829475673122%
ensemble		14		0.16532829475673122%
mais		14		0.16532829475673122%
ces		14		0.16532829475673122%
tout		13		0.15351913084553612%
faire		13		0.15351913084553612%
n’		13		0.15351913084553612%
stabilité		13		0.15351913084553612%
