单词		词频		占比
la		104		4.914933837429111%
de		100		4.725897920604915%
,		88		4.158790170132325%
et		85		4.017013232514178%
l’		75		3.544423440453686%

		64		3.0245746691871456%
.		60		2.835538752362949%
à		49		2.3156899810964084%
en		38		1.7958412098298677%
les		37		1.7485822306238186%
le		37		1.7485822306238186%
des		33		1.559546313799622%
afrique		33		1.559546313799622%
du		29		1.3705103969754253%
chine		28		1.3232514177693762%
pour		24		1.1342155009451798%
coopération		19		0.8979206049149339%
nous		18		0.8506616257088847%
pays		17		0.8034026465028355%
africains		16		0.7561436672967864%
dans		16		0.7561436672967864%
plus		15		0.7088846880907372%
d’		15		0.7088846880907372%
une		15		0.7088846880907372%
développement		15		0.7088846880907372%
un		14		0.6616257088846881%
sur		14		0.6616257088846881%
ont		12		0.5671077504725899%
a		11		0.5198487712665406%
avec		10		0.4725897920604915%
devons		9		0.42533081285444235%
ensemble		8		0.3780718336483932%
est		8		0.3780718336483932%
je		8		0.3780718336483932%
que		8		0.3780718336483932%
sino-africaine		8		0.3780718336483932%
au		7		0.33081285444234404%
vous		7		0.33081285444234404%
aux		7		0.33081285444234404%
chinois		6		0.28355387523629494%
été		6		0.28355387523629494%
soutien		6		0.28355387523629494%
justice		6		0.28355387523629494%
journée		5		0.23629489603024575%
africaine		5		0.23629489603024575%
amitié		5		0.23629489603024575%
par		5		0.23629489603024575%
solidarité		5		0.23629489603024575%
internationales		5		0.23629489603024575%
sont		5		0.23629489603024575%
nouveau		5		0.23629489603024575%
covid-19		5		0.23629489603024575%
initiative		5		0.23629489603024575%
promouvoir		5		0.23629489603024575%
«		5		0.23629489603024575%
»		5		0.23629489603024575%
avenir		4		0.1890359168241966%
affaires		4		0.1890359168241966%
occasion		4		0.1890359168241966%
excellences		4		0.1890359168241966%
mesdames		4		0.1890359168241966%
messieurs		4		0.1890359168241966%
chers		4		0.1890359168241966%
amis		4		0.1890359168241966%
peuples		4		0.1890359168241966%
entre		4		0.1890359168241966%
lutte		4		0.1890359168241966%
cette		4		0.1890359168241966%
année		4		0.1890359168241966%
nouvelle		4		0.1890359168241966%
-		4		0.1890359168241966%
efforts		4		0.1890359168241966%
s’		4		0.1890359168241966%
renforcer		4		0.1890359168241966%
toujours		4		0.1890359168241966%
se		4		0.1890359168241966%
intérêts		4		0.1890359168241966%
face		4		0.1890359168241966%
contre		4		0.1890359168241966%
vaccins		4		0.1890359168241966%
cadre		4		0.1890359168241966%
fcsa		4		0.1890359168241966%
sécurité		4		0.1890359168241966%
conférence		4		0.1890359168241966%
ses		4		0.1890359168241966%
relations		3		0.14177693761814747%
sino-africaines		3		0.14177693761814747%
excellence		3		0.14177693761814747%
monsieur		3		0.14177693761814747%
mes		3		0.14177693761814747%
tiens		3		0.14177693761814747%
tous		3		0.14177693761814747%
contribution		3		0.14177693761814747%
importante		3		0.14177693761814747%
intégration		3		0.14177693761814747%
dynamique		3		0.14177693761814747%
paix		3		0.14177693761814747%
bien-être		3		0.14177693761814747%
—		3		0.14177693761814747%
il		3		0.14177693761814747%
qui		3		0.14177693761814747%
forum		3		0.14177693761814747%
avons		3		0.14177693761814747%
investissements		3		0.14177693761814747%
leurs		3		0.14177693761814747%
projets		3		0.14177693761814747%
œuvre		3		0.14177693761814747%
équité		3		0.14177693761814747%
multilatéralisme		3		0.14177693761814747%
qu’		3		0.14177693761814747%
vue		3		0.14177693761814747%
défendre		3		0.14177693761814747%
xinjiang		3		0.14177693761814747%
travaillons		2		0.0945179584120983%
allocution		2		0.0945179584120983%
réception		2		0.0945179584120983%
beijing		2		0.0945179584120983%
ambassadeur		2		0.0945179584120983%
doyen		2		0.0945179584120983%
africain		2		0.0945179584120983%
union		2		0.0945179584120983%
ambassadeurs		2		0.0945179584120983%
c’		2		0.0945179584120983%
grand		2		0.0945179584120983%
célébrer		2		0.0945179584120983%
frères		2		0.0945179584120983%
gouvernement		2		0.0945179584120983%
approfondissement		2		0.0945179584120983%
promotion		2		0.0945179584120983%
commémorer		2		0.0945179584120983%
indépendance		2		0.0945179584120983%
unité		2		0.0945179584120983%
donner		2		0.0945179584120983%
président		2		0.0945179584120983%
commission		2		0.0945179584120983%
aussi		2		0.0945179584120983%
marche		2		0.0945179584120983%
vers		2		0.0945179584120983%
(		2		0.0945179584120983%
zlecaf		2		0.0945179584120983%
)		2		0.0945179584120983%
progrès		2		0.0945179584120983%
leur		2		0.0945179584120983%
rôle		2		0.0945179584120983%
côte		2		0.0945179584120983%
main		2		0.0945179584120983%
économique		2		0.0945179584120983%
mutuellement		2		0.0945179584120983%
soutenues		2		0.0945179584120983%
majeures		2		0.0945179584120983%
internationaux		2		0.0945179584120983%
défi		2		0.0945179584120983%
sommes		2		0.0945179584120983%
surmonter		2		0.0945179584120983%
difficultés		2		0.0945179584120983%
ua		2		0.0945179584120983%
sanitaire		2		0.0945179584120983%
pris		2		0.0945179584120983%
dernier		2		0.0945179584120983%
sommet		2		0.0945179584120983%
là		2		0.0945179584120983%
illustration		2		0.0945179584120983%
commun		2		0.0945179584120983%
continent		2		0.0945179584120983%
aides		2		0.0945179584120983%
matériel		2		0.0945179584120983%
médical		2		0.0945179584120983%
15		2		0.0945179584120983%
hôpitaux		2		0.0945179584120983%
santé		2		0.0945179584120983%
tôt		2		0.0945179584120983%
siège		2		0.0945179584120983%
cdc		2		0.0945179584120983%
concrets		2		0.0945179584120983%
communauté		2		0.0945179584120983%
partagé		2		0.0945179584120983%
service		2		0.0945179584120983%
ou		2		0.0945179584120983%
sans		2		0.0945179584120983%
2020		2		0.0945179584120983%
pleinement		2		0.0945179584120983%
son		2		0.0945179584120983%
nos		2		0.0945179584120983%
milliards		2		0.0945179584120983%
dollars		2		0.0945179584120983%
américains		2		0.0945179584120983%
apportant		2		0.0945179584120983%
reprise		2		0.0945179584120983%
ceinture		2		0.0945179584120983%
route		2		0.0945179584120983%
approfondir		2		0.0945179584120983%
résultats		2		0.0945179584120983%
notre		2		0.0945179584120983%
continuer		2		0.0945179584120983%
assurer		2		0.0945179584120983%
qualité		2		0.0945179584120983%
%		2		0.0945179584120983%
mesures		2		0.0945179584120983%
fait		2		0.0945179584120983%
communs		2		0.0945179584120983%
haut		2		0.0945179584120983%
épidémie		2		0.0945179584120983%
nations		2		0.0945179584120983%
unies		2		0.0945179584120983%
coordination		2		0.0945179584120983%
prochaine		2		0.0945179584120983%
nouvelles		2		0.0945179584120983%
perspectives		2		0.0945179584120983%
succès		2		0.0945179584120983%
conjointe		2		0.0945179584120983%
industrialisation		2		0.0945179584120983%
activement		2		0.0945179584120983%
mettre		2		0.0945179584120983%
élargir		2		0.0945179584120983%
suis		2		0.0945179584120983%
!		2		0.0945179584120983%
bâtir		1		0.04725897920604915%
radieux		1		0.04725897920604915%
m.		1		0.04725897920604915%
wang		1		0.04725897920604915%
yi		1		0.04725897920604915%
conseiller		1		0.04725897920604915%
état		1		0.04725897920604915%
ministre		1		0.04725897920604915%
étrangères		1		0.04725897920604915%
offerte		1		0.04725897920604915%
25		1		0.04725897920604915%
mai		1		0.04725897920604915%
2021		1		0.04725897920604915%
martin		1		0.04725897920604915%
mpana		1		0.04725897920604915%
corps		1		0.04725897920604915%
diplomatique		1		0.04725897920604915%
rahamtalla		1		0.04725897920604915%
mohamed		1		0.04725897920604915%
osman		1		0.04725897920604915%
elnor		1		0.04725897920604915%
représentant		1		0.04725897920604915%
