单词		词频		占比
，		146		6.675811614083218%
的		106		4.846822130772748%
、		74		3.383630544124371%
外交		72		3.292181069958848%

		70		3.2007315957933242%
。		60		2.7434842249657065%
思想		52		2.377686328303612%
中国		40		1.8289894833104712%
习近平		30		1.3717421124828533%
了		24		1.0973936899862824%
和		24		1.0973936899862824%
国际		21		0.9602194787379973%
世界		19		0.8687700045724738%
特色		18		0.823045267489712%
新		18		0.823045267489712%
在		17		0.7773205304069501%
发展		17		0.7773205304069501%
是		16		0.7315957933241883%
理论		15		0.6858710562414266%
我们		14		0.6401463191586648%
近平		14		0.6401463191586648%
“		14		0.6401463191586648%
”		14		0.6401463191586648%
人类		13		0.594421582075903%
关系		13		0.594421582075903%
为		13		0.594421582075903%
时代		11		0.5029721079103796%
中		11		0.5029721079103796%
要		11		0.5029721079103796%
理念		10		0.4572473708276178%
构建		10		0.4572473708276178%
全球		10		0.4572473708276178%
大国		9		0.411522633744856%
建设		9		0.411522633744856%
实践		9		0.411522633744856%
与		9		0.411522633744856%
上		8		0.36579789666209417%
重要		8		0.36579789666209417%
伟大		8		0.36579789666209417%
社会主义		8		0.36579789666209417%
起来		8		0.36579789666209417%
等		8		0.36579789666209417%
对		8		0.36579789666209417%
一		7		0.3200731595793324%
推动		7		0.3200731595793324%
共同		7		0.3200731595793324%
治理		7		0.3200731595793324%
意义		7		0.3200731595793324%
传统		7		0.3200731595793324%
各国		7		0.3200731595793324%
学习		6		0.2743484224965706%
不断		6		0.2743484224965706%
历史		6		0.2743484224965706%
新时代		6		0.2743484224965706%
中华		6		0.2743484224965706%
总书记		6		0.2743484224965706%
以习		6		0.2743484224965706%
体系		6		0.2743484224965706%
共同体		6		0.2743484224965706%
工作		6		0.2743484224965706%
新型		6		0.2743484224965706%
个		6		0.2743484224965706%
坚持		6		0.2743484224965706%
政治		6		0.2743484224965706%
马克思主义		6		0.2743484224965706%
开创		5		0.2286236854138089%
局面		5		0.2286236854138089%
各位		5		0.2286236854138089%
民族		5		0.2286236854138089%
地		5		0.2286236854138089%
实现		5		0.2286236854138089%
大		5		0.2286236854138089%
全面		5		0.2286236854138089%
提出		5		0.2286236854138089%
进步		5		0.2286236854138089%
重大		5		0.2286236854138089%
方向		5		0.2286236854138089%
合作		5		0.2286236854138089%
更加		5		0.2286236854138089%
具有		5		0.2286236854138089%
核心		5		0.2286236854138089%
命运		5		0.2286236854138089%
结合		5		0.2286236854138089%
同		5		0.2286236854138089%
把		5		0.2286236854138089%
人民		5		0.2286236854138089%
深入		4		0.18289894833104708%
研究		4		0.18289894833104708%
同事		4		0.18289894833104708%
！		4		0.18289894833104708%
也		4		0.18289894833104708%
社会		4		0.18289894833104708%
体现		4		0.18289894833104708%
精神		4		0.18289894833104708%
鲜明		4		0.18289894833104708%
根本		4		0.18289894833104708%
党中央		4		0.18289894833104708%
领导		4		0.18289894833104708%
最		4		0.18289894833104708%
这		4		0.18289894833104708%
国家		4		0.18289894833104708%
加强		4		0.18289894833104708%
经济		4		0.18289894833104708%
丰富		4		0.18289894833104708%
传承		4		0.18289894833104708%
内涵		4		0.18289894833104708%
和平		4		0.18289894833104708%
越来越		4		0.18289894833104708%
赤字		4		0.18289894833104708%
中心		3		0.1371742112482853%
成立		3		0.1371742112482853%
同志		3		0.1371742112482853%
之		3		0.1371742112482853%
复兴		3		0.1371742112482853%
深刻		3		0.1371742112482853%
面对		3		0.1371742112482853%
形势		3		0.1371742112482853%
以		3		0.1371742112482853%
我国		3		0.1371742112482853%
引领		3		0.1371742112482853%
什么样		3		0.1371742112482853%
一系列		3		0.1371742112482853%
问题		3		0.1371742112482853%
形成		3		0.1371742112482853%
习近		3		0.1371742112482853%
平新		3		0.1371742112482853%
提供		3		0.1371742112482853%
积极		3		0.1371742112482853%
伙伴		3		0.1371742112482853%
共建		3		0.1371742112482853%
全球化		3		0.1371742112482853%
开展		3		0.1371742112482853%
成果		3		0.1371742112482853%
集中		3		0.1371742112482853%
事业		3		0.1371742112482853%
高度		3		0.1371742112482853%
从		3		0.1371742112482853%
统一		3		0.1371742112482853%
领域		3		0.1371742112482853%
方法		3		0.1371742112482853%
观点		3		0.1371742112482853%
价值		3		0.1371742112482853%
进一步		3		0.1371742112482853%
利益		3		0.1371742112482853%
超越		3		0.1371742112482853%
行动		3		0.1371742112482853%
贯通		3		0.1371742112482853%
贯彻		2		0.09144947416552354%
仪式		2		0.09144947416552354%
今天		2		0.09144947416552354%
首先		2		0.09144947416552354%
代表		2		0.09144947416552354%
战线		2		0.09144947416552354%
表示		2		0.09144947416552354%
同时		2		0.09144947416552354%
向		2		0.09144947416552354%
长期		2		0.09144947416552354%
释习		2		0.09144947416552354%
产生		2		0.09144947416552354%
党		2		0.09144947416552354%
飞跃		2		0.09144947416552354%
前所未有		2		0.09144947416552354%
梦想		2		0.09144947416552354%
中央		2		0.09144947416552354%
进入		2		0.09144947416552354%
变局		2		0.09144947416552354%
准确		2		0.09144947416552354%
规律		2		0.09144947416552354%
走向		2		0.09144947416552354%
主张		2		0.09144947416552354%
倡议		2		0.09144947416552354%
应当		2		0.09144947416552354%
前进		2		0.09144947416552354%
遵循		2		0.09144947416552354%
近年来		2		0.09144947416552354%
下		2		0.09144947416552354%
成就		2		0.09144947416552354%
建立		2		0.09144947416552354%
多		2		0.09144947416552354%
倡导		2		0.09144947416552354%
一带		2		0.09144947416552354%
一路		2		0.09144947416552354%
共赢		2		0.09144947416552354%
变革		2		0.09144947416552354%
朝着		2		0.09144947416552354%
包容		2		0.09144947416552354%
秩序		2		0.09144947416552354%
健康		2		0.09144947416552354%
疫情		2		0.09144947416552354%
科学性		2		0.09144947416552354%
先进性		2		0.09144947416552354%
组成		2		0.09144947416552354%
重视		2		0.09144947416552354%
战略		2		0.09144947416552354%
大变局		2		0.09144947416552354%
相互		2		0.09144947416552354%
特征		2		0.09144947416552354%
作出		2		0.09144947416552354%
胜利		2		0.09144947416552354%
认识		2		0.09144947416552354%
最新		2		0.09144947416552354%
马克思		2		0.09144947416552354%
唯物主义		2		0.09144947416552354%
科学		2		0.09144947416552354%
运用		2		0.09144947416552354%
立场		2		0.09144947416552354%
实际		2		0.09144947416552354%
相		2		0.09144947416552354%
取向		2		0.09144947416552354%
将		2		0.09144947416552354%
优秀		2		0.09144947416552354%
文化		2		0.09144947416552354%
赋予		2		0.09144947416552354%
其		2		0.09144947416552354%
创造性		2		0.09144947416552354%
转化		2		0.09144947416552354%
蕴含		2		0.09144947416552354%
着		2		0.09144947416552354%
美好		2		0.09144947416552354%
周边		2		0.09144947416552354%
方针		2		0.09144947416552354%
改革		2		0.09144947416552354%
正确		2		0.09144947416552354%
义利观		2		0.09144947416552354%
支持		2		0.09144947416552354%
继承		2		0.09144947416552354%
项		2		0.09144947416552354%
到		2		0.09144947416552354%
地区		2		0.09144947416552354%
亲诚		2		0.09144947416552354%
动力		2		0.09144947416552354%
正义		2		0.09144947416552354%
坚定		2		0.09144947416552354%
坚决		2		0.09144947416552354%
不		2		0.09144947416552354%
发展观		2		0.09144947416552354%
既		2		0.09144947416552354%
又		2		0.09144947416552354%
作为		2		0.09144947416552354%
指南		2		0.09144947416552354%
保持		2		0.09144947416552354%
真正		2		0.09144947416552354%
学		2		0.09144947416552354%
来		2		0.09144947416552354%
交流		2		0.09144947416552354%
让		2		0.09144947416552354%
更		2		0.09144947416552354%
提高		2		0.09144947416552354%
指导		2		0.09144947416552354%
能力		2		0.09144947416552354%
四		2		0.09144947416552354%
——		1		0.04572473708276177%
讲话		1		0.04572473708276177%
国务		1		0.04572473708276177%
委员		1		0.04572473708276177%
兼		1		0.04572473708276177%
部长		1		0.04572473708276177%
　		1		0.04572473708276177%
王毅		1		0.04572473708276177%
（		1		0.04572473708276177%
2020年		1		0.04572473708276177%
7月		1		0.04572473708276177%
20日		1		0.04572473708276177%
）		1		0.04572473708276177%
来宾		1		0.04572473708276177%
外交史		1		0.04572473708276177%
一个		1		0.04572473708276177%
日子		1		0.04572473708276177%
此		1		0.04572473708276177%
举行		1		0.04572473708276177%
我		1		0.04572473708276177%
谨		1		0.04572473708276177%
所有		1		0.04572473708276177%
对此		1		0.04572473708276177%
热烈		1		0.04572473708276177%
祝贺		1		0.04572473708276177%
借此机会		1		0.04572473708276177%
致力于		1		0.04572473708276177%
研究阐		1		0.04572473708276177%
推进		1		0.04572473708276177%
专家		1		0.04572473708276177%
学者们		1		0.04572473708276177%
诚挚		1		0.04572473708276177%
感谢		1		0.04572473708276177%
回望		1		0.04572473708276177%
必然		1		0.04572473708276177%
十八大		1		0.04572473708276177%
以来		1		0.04572473708276177%
昂首		1		0.04572473708276177%
迈进		1		0.04572473708276177%
久经		1		0.04572473708276177%
磨难		1		0.04572473708276177%
迎来		1		0.04572473708276177%
从站		1		0.04572473708276177%
富起		1		0.04572473708276177%
来到		1		0.04572473708276177%
强		1		0.04572473708276177%
今日		1		0.04572473708276177%
正		1		0.04572473708276177%
接近		1		0.04572473708276177%
走近		1		0.04572473708276177%
舞台		1		0.04572473708276177%
百年		1		0.04572473708276177%
未		1		0.04572473708276177%
有		1		0.04572473708276177%
正在		1		0.04572473708276177%
经历		1		0.04572473708276177%
复杂		1		0.04572473708276177%
变化		1		0.04572473708276177%
风云		1		0.04572473708276177%
激荡		1		0.04572473708276177%
战略家		1		0.04572473708276177%
远见		1		0.04572473708276177%
卓识		1		0.04572473708276177%
把握		1		0.04572473708276177%
判断		1		0.04572473708276177%
所		1		0.04572473708276177%
处		1		0.04572473708276177%
方位		1		0.04572473708276177%
系列		1		0.04572473708276177%
富有		1		0.04572473708276177%
潮流		1		0.04572473708276177%
旗帜		1		0.04572473708276177%
回答		1		0.04572473708276177%
需要		1		0.04572473708276177%
怎样		1		0.04572473708276177%
办好		1		0.04572473708276177%
确立		1		0.04572473708276177%
即习		1		0.04572473708276177%
指明		1		0.04572473708276177%
一旦		1		0.04572473708276177%
必将		1		0.04572473708276177%
反过来		1		0.04572473708276177%
坚强		1		0.04572473708276177%
亲自		1		0.04572473708276177%
擘画		1		0.04572473708276177%
运筹		1		0.04572473708276177%
指引		1		0.04572473708276177%
攻坚克难		1		0.04572473708276177%
开拓		1		0.04572473708276177%
进取		1		0.04572473708276177%
取得		1		0.04572473708276177%
崭新		1		0.04572473708276177%
网络		1		0.04572473708276177%
全方位		1		0.04572473708276177%
层次		1		0.04572473708276177%
立体化		1		0.04572473708276177%
布局		1		0.04572473708276177%
遍布		1		0.04572473708276177%
朋友圈		1		0.04572473708276177%
搭建		1		0.04572473708276177%
平台		1		0.04572473708276177%
践行		1		0.04572473708276177%
共商		1		0.04572473708276177%
共享		1		0.04572473708276177%
助推		1		0.04572473708276177%
互利		1		0.04572473708276177%
主动		1		0.04572473708276177%
普惠		1		0.04572473708276177%
公正		1		0.04572473708276177%
合理		1		0.04572473708276177%
演进		1		0.04572473708276177%
全力		1		0.04572473708276177%
抗疫		1		0.04572473708276177%
卫生		1		0.04572473708276177%
携手		1		0.04572473708276177%
抗击		1		0.04572473708276177%
发挥		1		0.04572473708276177%
应有		1		0.04572473708276177%
责任		1		0.04572473708276177%
担当		1		0.04572473708276177%
划时代		1		0.04572473708276177%
时代性		1		0.04572473708276177%
实践性		1		0.04572473708276177%
领会		1		0.04572473708276177%
有机		1		0.04572473708276177%
意志		1		0.04572473708276177%
部分		1		0.04572473708276177%
全局		1		0.04572473708276177%
出发		1		0.04572473708276177%
着眼		1		0.04572473708276177%
交织		1		0.04572473708276177%
顶层		1		0.04572473708276177%
设计		1		0.04572473708276177%
规划		1		0.04572473708276177%
构成		1		0.04572473708276177%
纳入		1		0.04572473708276177%
