单词		词频		占比
，		79		7.567049808429119%

		53		5.076628352490421%
。		40		3.8314176245210727%
的		25		2.3946360153256707%
非洲		22		2.10727969348659%
中非		20		1.9157088122605364%
疫情		17		1.628352490421456%
、		16		1.532567049808429%
合作		16		1.532567049808429%
在		13		1.2452107279693485%
中方		13		1.2452107279693485%
我们		12		1.1494252873563218%
和		11		1.053639846743295%
抗疫		10		0.9578544061302682%
国家		9		0.8620689655172413%
团结		8		0.7662835249042145%
上		7		0.6704980842911877%
人民		7		0.6704980842911877%
同		7		0.6704980842911877%
我		7		0.6704980842911877%
中国		7		0.6704980842911877%
支持		7		0.6704980842911877%
峰会		6		0.5747126436781609%
尊敬		6		0.5747126436781609%
各位		6		0.5747126436781609%
卫生		6		0.5747126436781609%
一道		6		0.5747126436781609%
要		6		0.5747126436781609%
将		6		0.5747126436781609%
非方		6		0.5747126436781609%
特别		5		0.4789272030651341%
世界		5		0.4789272030651341%
为		5		0.4789272030651341%
更加		5		0.4789272030651341%
友好		5		0.4789272030651341%
国际		5		0.4789272030651341%
缓债		5		0.4789272030651341%
——		4		0.38314176245210724%
北京		4		0.38314176245210724%
总统		4		0.38314176245210724%
全球		4		0.38314176245210724%
倡议		4		0.38314176245210724%
同事		4		0.38314176245210724%
向		4		0.38314176245210724%
面对		4		0.38314176245210724%
加强		4		0.38314176245210724%
大		4		0.38314176245210724%
健康		4		0.38314176245210724%
坚定不移		4		0.38314176245210724%
行动		4		0.38314176245210724%
落实		4		0.38314176245210724%
建设		4		0.38314176245210724%
论坛		4		0.38314176245210724%
愿同		4		0.38314176245210724%
二十		4		0.38314176245210724%
国		4		0.38314176245210724%
集团		4		0.38314176245210724%
先生		3		0.28735632183908044%
联合国		3		0.28735632183908044%
组织		3		0.28735632183908044%
抗击		3		0.28735632183908044%
新		3		0.28735632183908044%
这次		3		0.28735632183908044%
会议		3		0.28735632183908044%
也		3		0.28735632183908044%
各国		3		0.28735632183908044%
！		3		0.28735632183908044%
生命		3		0.28735632183908044%
有力		3		0.28735632183908044%
最		3		0.28735632183908044%
当前		3		0.28735632183908044%
共同		3		0.28735632183908044%
并		3		0.28735632183908044%
推进		3		0.28735632183908044%
对		3		0.28735632183908044%
发展		3		0.28735632183908044%
是		3		0.28735632183908044%
　		2		0.19157088122605362%
2020年		2		0.19157088122605362%
主席		2		0.19157088122605362%
拉马福萨		2		0.19157088122605362%
萨勒		2		0.19157088122605362%
政府		2		0.19157088122605362%
联盟		2		0.19157088122605362%
时刻		2		0.19157088122605362%
感谢		2		0.19157088122605362%
出席		2		0.19157088122605362%
未		2		0.19157088122605362%
表示		2		0.19157088122605362%
带来		2		0.19157088122605362%
冲击		2		0.19157088122605362%
宝贵		2		0.19157088122605362%
了		2		0.19157088122605362%
努力		2		0.19157088122605362%
仍		2		0.19157088122605362%
面临		2		0.19157088122605362%
压力		2		0.19157088122605362%
全力		2		0.19157088122605362%
采取		2		0.19157088122605362%
举措		2		0.19157088122605362%
成果		2		0.19157088122605362%
相互		2		0.19157088122605362%
后		2		0.19157088122605362%
坚定		2		0.19157088122605362%
互信		2		0.19157088122605362%
愿		2		0.19157088122605362%
都		2		0.19157088122605362%
经济		2		0.19157088122605362%
至上		2		0.19157088122605362%
继续		2		0.19157088122605362%
物资		2		0.19157088122605362%
框架		2		0.19157088122605362%
“		2		0.19157088122605362%
”		2		0.19157088122605362%
加快		2		0.19157088122605362%
医院		2		0.19157088122605362%
共同体		2		0.19157088122605362%
承诺		2		0.19157088122605362%
及		2		0.19157088122605362%
克服		2		0.19157088122605362%
有关		2		0.19157088122605362%
贷款		2		0.19157088122605362%
社会		2		0.19157088122605362%
包括		2		0.19157088122605362%
进一步		2		0.19157088122605362%
延长		2		0.19157088122605362%
期限		2		0.19157088122605362%
金融		2		0.19157088122605362%
机构		2		0.19157088122605362%
基础		2		0.19157088122605362%
问题		2		0.19157088122605362%
更		2		0.19157088122605362%
伙伴		2		0.19157088122605362%
之		2		0.19157088122605362%
践行		2		0.19157088122605362%
维护		2		0.19157088122605362%
核心		2		0.19157088122605362%
贡献		2		0.19157088122605362%
反对		2		0.19157088122605362%
利益		2		0.19157088122605362%
终将		2		0.19157088122605362%
共克		1		0.09578544061302681%
时艰		1		0.09578544061302681%
主旨		1		0.09578544061302681%
讲话		1		0.09578544061302681%
（		1		0.09578544061302681%
6月		1		0.09578544061302681%
17日		1		0.09578544061302681%
）		1		0.09578544061302681%
中华		1		0.09578544061302681%
共和国		1		0.09578544061302681%
习近平		1		0.09578544061302681%
元首		1		0.09578544061302681%
首脑		1		0.09578544061302681%
委员会		1		0.09578544061302681%
法基		1		0.09578544061302681%
秘书长		1		0.09578544061302681%
古特雷斯		1		0.09578544061302681%
总干事		1		0.09578544061302681%
谭德塞		1		0.09578544061302681%
冠肺		1		0.09578544061302681%
炎		1		0.09578544061302681%
重要		1		0.09578544061302681%
举行		1		0.09578544061302681%
新老朋友		1		0.09578544061302681%
通过		1		0.09578544061302681%
视频		1		0.09578544061302681%
相聚		1		0.09578544061302681%
共商		1		0.09578544061302681%
大计		1		0.09578544061302681%
共		1		0.09578544061302681%
叙		1		0.09578544061302681%
兄弟		1		0.09578544061302681%
情谊		1		0.09578544061302681%
举办		1		0.09578544061302681%
领导人		1		0.09578544061302681%
诚挚		1		0.09578544061302681%
问候		1		0.09578544061302681%
突如其来		1		0.09578544061302681%
给		1		0.09578544061302681%
严重		1		0.09578544061302681%
夺走		1		0.09578544061302681%
数十万		1		0.09578544061302681%
人		1		0.09578544061302681%
此		1		0.09578544061302681%
提议		1		0.09578544061302681%
中		1		0.09578544061302681%
不幸		1		0.09578544061302681%
罹难者		1		0.09578544061302681%
默哀		1		0.09578544061302681%
他们		1		0.09578544061302681%
亲人		1		0.09578544061302681%
慰问		1		0.09578544061302681%
经受		1		0.09578544061302681%
严峻		1		0.09578544061302681%
考验		1		0.09578544061302681%
经过		1		0.09578544061302681%
艰苦卓绝		1		0.09578544061302681%
付出		1		0.09578544061302681%
巨大		1		0.09578544061302681%
代价		1		0.09578544061302681%
控制		1		0.09578544061302681%
住		1		0.09578544061302681%
国内		1		0.09578544061302681%
但		1		0.09578544061302681%
反弹		1		0.09578544061302681%
众志成城		1		0.09578544061302681%
协调		1		0.09578544061302681%
有效		1		0.09578544061302681%
缓解		1		0.09578544061302681%
来之不易		1		0.09578544061302681%
声援		1		0.09578544061302681%
并肩		1		0.09578544061302681%
战斗		1		0.09578544061302681%
艰难		1		0.09578544061302681%
送来		1		0.09578544061302681%
铭记于心		1		0.09578544061302681%
暴发		1		0.09578544061302681%
率先		1		0.09578544061302681%
驰援		1		0.09578544061302681%
站		1		0.09578544061302681%
在一起		1		0.09578544061302681%
双方		1		0.09578544061302681%
巩固		1		0.09578544061302681%
重申		1		0.09578544061302681%
珍视		1		0.09578544061302681%
传统		1		0.09578544061302681%
友谊		1		0.09578544061302681%
无论		1		0.09578544061302681%
风云		1		0.09578544061302681%
如何		1		0.09578544061302681%
变幻		1		0.09578544061302681%
决心		1		0.09578544061302681%
绝不		1		0.09578544061302681%
会		1		0.09578544061302681%
动摇		1		0.09578544061302681%
蔓延		1		0.09578544061302681%
抗疫情		1		0.09578544061302681%
稳		1		0.09578544061302681%
保民生		1		0.09578544061302681%
艰巨		1		0.09578544061302681%
任务		1		0.09578544061302681%
坚持		1		0.09578544061302681%
统筹		1		0.09578544061302681%
资源		1		0.09578544061302681%
尽		1		0.09578544061302681%
保护		1		0.09578544061302681%
安全		1		0.09578544061302681%
身体		1		0.09578544061302681%
最大		1		0.09578544061302681%
