单词		词频		占比
，		103		5.265848670756646%

		77		3.9366053169734148%
。		70		3.5787321063394684%
中非		66		3.374233128834356%
、		64		3.2719836400818%
合作		40		2.044989775051125%
非洲		40		2.044989775051125%
的		39		1.9938650306748467%
在		26		1.329243353783231%
论坛		25		1.278118609406953%
和		22		1.1247443762781186%
发展		17		0.869120654396728%
国家		17		0.869120654396728%
“		16		0.81799591002045%
”		16		0.81799591002045%
国际		15		0.7668711656441718%
中国		15		0.7668711656441718%
等		14		0.7157464212678937%
为		14		0.7157464212678937%
行动		13		0.6646216768916156%
了		13		0.6646216768916156%
双方		13		0.6646216768916156%
中方		12		0.6134969325153374%
落实		12		0.6134969325153374%
支持		12		0.6134969325153374%
疫情		11		0.5623721881390593%
新		11		0.5623721881390593%
联合国		10		0.5112474437627812%
上		9		0.4601226993865031%
共同		9		0.4601226993865031%
交流		9		0.4601226993865031%
对		9		0.4601226993865031%
峰会		8		0.408997955010225%
主席		8		0.408997955010225%
同		8		0.408997955010225%
国		8		0.408997955010225%
积极		8		0.408997955010225%
个		8		0.408997955010225%
会议		7		0.35787321063394684%
向		7		0.35787321063394684%
习近平		7		0.35787321063394684%
团结		7		0.35787321063394684%
抗疫		7		0.35787321063394684%
和平		7		0.35787321063394684%
下		7		0.35787321063394684%
组织		7		0.35787321063394684%
北京		6		0.3067484662576687%
成功		6		0.3067484662576687%
安全		6		0.3067484662576687%
实施		6		0.3067484662576687%
成果		6		0.3067484662576687%
领导人		6		0.3067484662576687%
提供		6		0.3067484662576687%
不断		6		0.3067484662576687%
维和		6		0.3067484662576687%
届		5		0.2556237218813906%
委员会		5		0.2556237218813906%
举行		5		0.2556237218813906%
更加		5		0.2556237218813906%
努力		5		0.2556237218813906%
已		5		0.2556237218813906%
关系		5		0.2556237218813906%
非盟		5		0.2556237218813906%
坚定		5		0.2556237218813906%
推动		5		0.2556237218813906%
联合		5		0.2556237218813906%
与		5		0.2556237218813906%
实现		5		0.2556237218813906%
项目		5		0.2556237218813906%
更		5		0.2556237218813906%
媒体		5		0.2556237218813906%
后续		4		0.2044989775051125%
推进		4		0.2044989775051125%
重要		4		0.2044989775051125%
加强		4		0.2044989775051125%
非方		4		0.2044989775051125%
问题		4		0.2044989775051125%
世界		4		0.2044989775051125%
共识		4		0.2044989775051125%
机制		4		0.2044989775051125%
将		4		0.2044989775051125%
疫苗		4		0.2044989775051125%
建设		4		0.2044989775051125%
民间		4		0.2044989775051125%
部长级		3		0.15337423312883436%
报告		3		0.15337423312883436%
部长		3		0.15337423312883436%
关于		3		0.15337423312883436%
通过		3		0.15337423312883436%
命运		3		0.15337423312883436%
共同体		3		0.15337423312883436%
共赢		3		0.15337423312883436%
文化		3		0.15337423312883436%
八大		3		0.15337423312883436%
三年		3		0.15337423312883436%
来		3		0.15337423312883436%
影响		3		0.15337423312883436%
举措		3		0.15337423312883436%
情况		3		0.15337423312883436%
一		3		0.15337423312883436%
水平		3		0.15337423312883436%
交往		3		0.15337423312883436%
引领		3		0.15337423312883436%
以		3		0.15337423312883436%
各种		3		0.15337423312883436%
方式		3		0.15337423312883436%
集团		3		0.15337423312883436%
社会		3		0.15337423312883436%
全球		3		0.15337423312883436%
倡议		3		0.15337423312883436%
形势		3		0.15337423312883436%
加大		3		0.15337423312883436%
地区		3		0.15337423312883436%
可持续		3		0.15337423312883436%
联盟		3		0.15337423312883436%
践行		3		0.15337423312883436%
援助		3		0.15337423312883436%
经济		3		0.15337423312883436%
缓债		3		0.15337423312883436%
高		3		0.15337423312883436%
美元		3		0.15337423312883436%
智库		3		0.15337423312883436%
成立		3		0.15337423312883436%
质量		3		0.15337423312883436%
青年		3		0.15337423312883436%
举办		3		0.15337423312883436%
是		3		0.15337423312883436%
（		2		0.10224948875255625%
2021年		2		0.10224948875255625%
11月		2		0.10224948875255625%
）		2		0.10224948875255625%
各位		2		0.10224948875255625%
同事		2		0.10224948875255625%
：		2		0.10224948875255625%
我		2		0.10224948875255625%
本届		2		0.10224948875255625%
做		2		0.10224948875255625%
2018年		2		0.10224948875255625%
暨		2		0.10224948875255625%
第七		2		0.10224948875255625%
《		2		0.10224948875255625%
构建		2		0.10224948875255625%
》		2		0.10224948875255625%
—		2		0.10224948875255625%
计划		2		0.10224948875255625%
共享		2		0.10224948875255625%
协作		2		0.10224948875255625%
克服		2		0.10224948875255625%
项		2		0.10224948875255625%
人员		2		0.10224948875255625%
培训		2		0.10224948875255625%
因		2		0.10224948875255625%
到位		2		0.10224948875255625%
其他		2		0.10224948875255625%
具体		2		0.10224948875255625%
高层		2		0.10224948875255625%
中		2		0.10224948875255625%
发挥		2		0.10224948875255625%
作用		2		0.10224948875255625%
通话		2		0.10224948875255625%
形式		2		0.10224948875255625%
保持		2		0.10224948875255625%
2019年		2		0.10224948875255625%
二十		2		0.10224948875255625%
期间		2		0.10224948875255625%
特别		2		0.10224948875255625%
发出		2		0.10224948875255625%
共克		2		0.10224948875255625%
时艰		2		0.10224948875255625%
时代		2		0.10224948875255625%
强音		2		0.10224948875255625%
17		2		0.10224948875255625%
次		2		0.10224948875255625%
一道		2		0.10224948875255625%
今年		2		0.10224948875255625%
许多		2		0.10224948875255625%
面对		2		0.10224948875255625%
多边主义		2		0.10224948875255625%
旗帜		2		0.10224948875255625%
携手		2		0.10224948875255625%
方向		2		0.10224948875255625%
捍卫		2		0.10224948875255625%
发展中国家		2		0.10224948875255625%
整体		2		0.10224948875255625%
坚持		2		0.10224948875255625%
场合		2		0.10224948875255625%
事业		2		0.10224948875255625%
冲突		2		0.10224948875255625%
彰显		2		0.10224948875255625%
决心		2		0.10224948875255625%
及		2		0.10224948875255625%
解决		2		0.10224948875255625%
重大		2		0.10224948875255625%
协调		2		0.10224948875255625%
发言		2		0.10224948875255625%
竞选		2		0.10224948875255625%
候选人		2		0.10224948875255625%
贸易		2		0.10224948875255625%
机构		2		0.10224948875255625%
成为		2		0.10224948875255625%
典范		2		0.10224948875255625%
达成		2		0.10224948875255625%
或		2		0.10224948875255625%
物资		2		0.10224948875255625%
成员		2		0.10224948875255625%
剂		2		0.10224948875255625%
其中		2		0.10224948875255625%
无偿		2		0.10224948875255625%
生产		2		0.10224948875255625%
注入		2		0.10224948875255625%
强大		2		0.10224948875255625%
动力		2		0.10224948875255625%
促进		2		0.10224948875255625%
复苏		2		0.10224948875255625%
签署		2		0.10224948875255625%
协议		2		0.10224948875255625%
并		2		0.10224948875255625%
中心		2		0.10224948875255625%
经贸		2		0.10224948875255625%
取得		2		0.10224948875255625%
大		2		0.10224948875255625%
背景		2		0.10224948875255625%
投资		2		0.10224948875255625%
领域		2		0.10224948875255625%
共建		2		0.10224948875255625%
一带		2		0.10224948875255625%
一路		2		0.10224948875255625%
走深		2		0.10224948875255625%
走实		2		0.10224948875255625%
优惠		2		0.10224948875255625%
信贷		2		0.10224948875255625%
超额		2		0.10224948875255625%
完成		2		0.10224948875255625%
研究		2		0.10224948875255625%
加入		2		0.10224948875255625%
新闻		2		0.10224948875255625%
减贫		2		0.10224948875255625%
深化		2		0.10224948875255625%
地方政府		2		0.10224948875255625%
新增		2		0.10224948875255625%
友好		2		0.10224948875255625%
达		2		0.10224948875255625%
旅游		2		0.10224948875255625%
共		2		0.10224948875255625%
多		2		0.10224948875255625%
观众		2		0.10224948875255625%
五		2		0.10224948875255625%
军援		2		0.10224948875255625%
用于		2		0.10224948875255625%
摊款		2		0.10224948875255625%
约		2		0.10224948875255625%
贡献		2		0.10224948875255625%
效应		2		0.10224948875255625%
持续		2		0.10224948875255625%
人民		2		0.10224948875255625%
友谊		2		0.10224948875255625%
