单词		词频		占比
，		93		6.110381077529566%

		71		4.664914586070959%
。		57		3.7450722733245727%
非洲		44		2.890932982917214%
中非		38		2.4967148488830486%
的		37		2.431011826544021%
中国		28		1.8396846254927726%
合作		23		1.5111695137976346%
、		21		1.3797634691195795%
和		21		1.3797634691195795%
在		19		1.2483574244415243%
将		17		1.1169513797634691%
为		16		1.0512483574244416%
“		16		1.0512483574244416%
”		16		1.0512483574244416%
是		14		0.9198423127463863%
发展		13		0.8541392904073587%
国家		11		0.7227332457293035%
实施		11		0.7227332457293035%
支持		10		0.657030223390276%
工程		10		0.657030223390276%
援助		10		0.657030223390276%
了		9		0.5913272010512484%
共同		9		0.5913272010512484%
个		9		0.5913272010512484%
各位		8		0.5256241787122208%
我		8		0.5256241787122208%
项目		8		0.5256241787122208%
10		8		0.5256241787122208%
建设		8		0.5256241787122208%
论坛		7		0.45992115637319314%
朋友		7		0.45992115637319314%
！		7		0.45992115637319314%
双方		7		0.45992115637319314%
同		7		0.45992115637319314%
我们		7		0.45992115637319314%
会议		6		0.39421813403416556%
上		6		0.39421813403416556%
向		6		0.39421813403416556%
绿色		6		0.39421813403416556%
构建		5		0.328515111695138%
对		5		0.328515111695138%
关系		5		0.328515111695138%
提供		5		0.328515111695138%
企业		5		0.328515111695138%
美元		5		0.328515111695138%
命运		4		0.2628120893561104%
共同体		4		0.2628120893561104%
中		4		0.2628120893561104%
友好		4		0.2628120893561104%
正义		4		0.2628120893561104%
年		4		0.2628120893561104%
愿		4		0.2628120893561104%
继续		4		0.2628120893561104%
都		4		0.2628120893561104%
要		4		0.2628120893561104%
疫苗		4		0.2628120893561104%
投资		4		0.2628120893561104%
减贫		4		0.2628120893561104%
促进		4		0.2628120893561104%
气候		4		0.2628120893561104%
变化		4		0.2628120893561104%
推动		4		0.2628120893561104%
联合		4		0.2628120893561104%
农业		4		0.2628120893561104%
设立		4		0.2628120893561104%
活动		4		0.2628120893561104%
100亿		4		0.2628120893561104%
举办		4		0.2628120893561104%
携手		3		0.19710906701708278%
人民		3		0.19710906701708278%
总统		3		0.19710906701708278%
表示		3		0.19710906701708278%
今年		3		0.19710906701708278%
来		3		0.19710906701708278%
精神		3		0.19710906701708278%
联合国		3		0.19710906701708278%
不		3		0.19710906701708278%
提出		3		0.19710906701708278%
非方		3		0.19710906701708278%
3		3		0.19710906701708278%
行动		3		0.19710906701708278%
等		3		0.19710906701708278%
主张		3		0.19710906701708278%
坚持		3		0.19710906701708278%
贸易		3		0.19710906701708278%
数字		3		0.19710906701708278%
经济		3		0.19710906701708278%
非盟		3		0.19710906701708278%
《		3		0.19710906701708278%
》		3		0.19710906701708278%
维护		3		0.19710906701708278%
和平		3		0.19710906701708278%
自由		3		0.19710906701708278%
卫生		3		0.19710906701708278%
名		3		0.19710906701708278%
华		3		0.19710906701708278%
中心		3		0.19710906701708278%
未来		3		0.19710906701708278%
就业		3		0.19710906701708278%
安全		3		0.19710906701708278%
继往开来		2		0.1314060446780552%
新时代		2		0.1314060446780552%
第八		2		0.1314060446780552%
届		2		0.1314060446780552%
部长级		2		0.1314060446780552%
开幕式		2		0.1314060446780552%
2021年		2		0.1314060446780552%
尊敬		2		0.1314060446780552%
萨勒		2		0.1314060446780552%
同事		2		0.1314060446780552%
嘉宾		2		0.1314060446780552%
出席		2		0.1314060446780552%
谨		2		0.1314060446780552%
塞内加尔		2		0.1314060446780552%
政府		2		0.1314060446780552%
本次		2		0.1314060446780552%
所		2		0.1314060446780552%
感谢		2		0.1314060446780552%
欢迎		2		0.1314060446780552%
