POS		频数		占比		
NOUN		475		24.259448416751788%
DET		334		17.058222676200206%
ADP		324		16.547497446373853%
VERB		206		10.52093973442288%
ADJ		175		8.937691521961185%
PUNCT		157		8.018386108273749%
CCONJ		93		4.749744637385087%
PRON		68		3.472931562819203%
PROPN		41		2.093973442288049%
ADV		37		1.8896833503575077%
AUX		29		1.481103166496425%
SCONJ		13		0.6639427987742594%
NUM		6		0.30643513789581206%
