POS		频数		占比		
NOUN		1743		21.214703018500487%
DET		1328		16.163583252190847%
ADP		1289		15.68889970788705%
PUNCT		742		9.031158714703018%
VERB		732		8.909444985394352%
ADJ		714		8.690360272638753%
CCONJ		368		4.47906523855891%
PROPN		352		4.284323271665044%
ADV		312		3.79746835443038%
PRON		297		3.614897760467381%
AUX		180		2.190847127555988%
NUM		89		1.0832521908471275%
SCONJ		59		0.7181110029211295%
X		11		0.13388510223953262%
