POS		频数		占比		
NOUN		411		22.986577181208055%
ADP		333		18.624161073825505%
DET		282		15.771812080536913%
VERB		162		9.060402684563758%
ADJ		157		8.780760626398209%
PUNCT		133		7.438478747203579%
CCONJ		78		4.3624161073825505%
PROPN		74		4.138702460850112%
PRON		54		3.0201342281879198%
ADV		44		2.460850111856823%
AUX		38		2.1252796420581657%
NUM		20		1.1185682326621924%
SCONJ		2		0.11185682326621924%
