POS		频数		占比		
NOUN		5633		24.839051062703945%
ADP		4097		18.065967016491754%
DET		3351		14.776435311755886%
VERB		2229		9.828909074874327%
ADJ		2004		8.836758091542464%
PUNCT		1902		8.386982979098686%
CCONJ		1051		4.634447482141282%
PRON		791		3.4879619014022403%
ADV		584		2.5751829967369257%
AUX		500		2.2047799629596962%
PROPN		239		1.053884822294735%
SCONJ		155		0.683481788517506%
NUM		139		0.6129288297027957%
X		3		0.013228679777758181%
