POS		频数		占比		
NOUN		4793		25.626904774635083%
ADP		3402		18.189595252098595%
DET		2770		14.810458215259583%
VERB		1834		9.805913489814468%
ADJ		1698		9.078757418595947%
PUNCT		1496		7.998716783403732%
CCONJ		899		4.806715500187136%
PRON		569		3.0422926803186656%
ADV		442		2.3632572314601936%
AUX		416		2.224242100197829%
PROPN		179		0.9570657113832006%
SCONJ		113		0.6041811474095065%
NUM		90		0.4812062236004919%
X		2		0.010693471635566486%
