POS		频数		占比		
NOUN		566		24.673060156931125%
ADP		383		16.695727986050567%
DET		365		15.911072362685266%
ADJ		236		10.28770706190061%
VERB		199		8.674803836094158%
PUNCT		188		8.195292066259809%
CCONJ		110		4.795117698343505%
ADV		70		3.051438535309503%
PRON		54		2.353966870095902%
PROPN		50		2.1795989537925022%
AUX		48		2.092414995640802%
NUM		20		0.8718395815170008%
SCONJ		5		0.2179598953792502%
