POS		频数		占比		
NOUN		1218		21.722846441947567%
DET		921		16.4258962011771%
ADP		894		15.944355270197965%
ADJ		524		9.34546103085429%
VERB		480		8.560727661851256%
PUNCT		465		8.293204922418406%
CCONJ		286		5.100766898519708%
PROPN		206		3.673978954877831%
ADV		181		3.2281077224897445%
PRON		155		2.764401640806135%
AUX		151		2.6930622436240412%
NUM		87		1.5516318887105405%
SCONJ		39		0.6955591225254146%
