POS		频数		占比		
NOUN		1211		23.40096618357488%
ADP		950		18.357487922705314%
DET		830		16.03864734299517%
ADJ		544		10.512077294685989%
VERB		393		7.594202898550724%
PUNCT		357		6.898550724637681%
CCONJ		253		4.888888888888889%
PROPN		160		3.0917874396135265%
PRON		148		2.8599033816425123%
AUX		139		2.6859903381642516%
ADV		134		2.5893719806763285%
NUM		38		0.7342995169082126%
SCONJ		18		0.34782608695652173%
