POS		频数		占比		
NOUN		636		23.78459237097981%
ADP		459		17.165295437546746%
DET		443		16.56694091249065%
ADJ		242		9.050112191473449%
VERB		229		8.56394913986537%
PUNCT		225		8.414360508601346%
CCONJ		135		5.048616305160808%
PRON		93		3.4779356768885563%
ADV		72		2.692595362752431%
PROPN		55		2.056843679880329%
AUX		54		2.019446522064323%
SCONJ		16		0.5983545250560958%
NUM		15		0.5609573672400897%
