POS		频数		占比		
NOUN		1635		22.3911257189811%
ADP		1170		16.02300739523418%
DET		1115		15.269789098877022%
VERB		696		9.531635168447%
PUNCT		616		8.436044919200219%
ADJ		608		8.32648589427554%
PRON		373		5.10818953711312%
CCONJ		286		3.9167351410572446%
ADV		278		3.8071761161325663%
AUX		215		2.9443987948507258%
PROPN		162		2.218570254724733%
SCONJ		75		1.0271158586688578%
NUM		70		0.9586414680909341%
X		3		0.041084634346754315%
