POS		频数		占比		
NOUN		805		22.56165919282511%
ADP		626		17.544843049327355%
DET		612		17.152466367713004%
ADJ		332		9.304932735426009%
VERB		276		7.73542600896861%
PUNCT		265		7.42713004484305%
CCONJ		174		4.876681614349776%
PROPN		146		4.091928251121076%
ADV		128		3.587443946188341%
AUX		98		2.7466367713004485%
PRON		82		2.298206278026906%
NUM		12		0.336322869955157%
SCONJ		12		0.336322869955157%
