POS		频数		占比		
NOUN		417		24.090121317157713%
DET		288		16.63778162911612%
ADP		260		15.020219526285384%
ADJ		168		9.705372616984402%
VERB		160		9.24321201617562%
PUNCT		151		8.723281340265743%
CCONJ		91		5.257076834199884%
PRON		70		4.043905257076834%
PROPN		42		2.4263431542461005%
ADV		39		2.2530329289428077%
AUX		28		1.6175621028307337%
SCONJ		9		0.5199306759098787%
NUM		8		0.462160600808781%
