POS		频数		占比		
NOUN		593		24.037292257803%
ADP		456		18.483988650182408%
DET		394		15.970814754762868%
ADJ		274		11.106607215241183%
VERB		242		9.809485204702067%
PUNCT		159		6.445074989866234%
CCONJ		108		4.377786785569518%
PROPN		69		2.7969193352249695%
ADV		64		2.5942440210782327%
PRON		54		2.188893392784759%
AUX		33		1.3376570733684636%
NUM		12		0.48642075395216866%
SCONJ		9		0.36481556546412647%
