POS		频数		占比		
NOUN		477		23.861930965482742%
DET		332		16.60830415207604%
ADP		311		15.557778889444723%
VERB		199		9.954977488744372%
ADJ		191		9.554777388694347%
PUNCT		169		8.454227113556778%
CCONJ		105		5.252626313156578%
PRON		70		3.5017508754377187%
ADV		60		3.001500750375188%
AUX		32		1.6008004002001%
PROPN		31		1.5507753876938468%
NUM		13		0.6503251625812907%
SCONJ		9		0.4502251125562781%
