POS		频数		占比		
NOUN		522		23.21031569586483%
ADP		383		17.029791018230327%
DET		377		16.76300578034682%
VERB		223		9.915518008003557%
ADJ		211		9.38194753223655%
PUNCT		182		8.092485549132949%
CCONJ		106		4.713205869275233%
PRON		76		3.379279679857715%
ADV		59		2.6233881725211203%
PROPN		52		2.312138728323699%
AUX		38		1.6896398399288575%
SCONJ		14		0.6224988883948421%
NUM		6		0.2667852378835038%
