POS		频数		占比		
NOUN		7797		23.894456191964697%
ADP		5762		17.658055223560417%
DET		5188		15.898991756305353%
ADJ		3131		9.595170236891299%
VERB		3005		9.20903435383531%
PUNCT		2879		8.822898470779322%
CCONJ		1554		4.762342557690539%
PRON		1066		3.2668321534736906%
ADV		869		2.663111764886151%
AUX		540		1.6548680702399559%
PROPN		478		1.4648646992124055%
SCONJ		237		0.7263032086053139%
NUM		116		0.3554901780515461%
X		9		0.027581134503999266%
