POS		频数		占比		
NOUN		752		22.01405152224824%
ADP		577		16.89110070257611%
DET		510		14.929742388758783%
ADJ		314		9.192037470725996%
VERB		264		7.728337236533958%
PUNCT		258		7.552693208430913%
CCONJ		168		4.918032786885246%
PROPN		163		4.771662763466042%
ADV		120		3.51288056206089%
AUX		118		3.454332552693208%
PRON		102		2.9859484777517564%
NUM		50		1.4637002341920375%
SCONJ		18		0.5269320843091335%
X		2		0.0585480093676815%
