POS		频数		占比		
NOUN		362		24.327956989247312%
ADP		259		17.405913978494624%
DET		252		16.93548387096774%
VERB		141		9.475806451612904%
ADJ		139		9.341397849462366%
PUNCT		114		7.661290322580645%
CCONJ		65		4.368279569892473%
PRON		58		3.8978494623655915%
ADV		37		2.486559139784946%
PROPN		25		1.6801075268817203%
AUX		25		1.6801075268817203%
NUM		6		0.4032258064516129%
SCONJ		5		0.33602150537634407%
