POS		频数		占比		
NOUN		398		23.13953488372093%
ADP		342		19.883720930232556%
DET		265		15.406976744186046%
VERB		147		8.546511627906977%
ADJ		140		8.13953488372093%
PUNCT		126		7.325581395348838%
PROPN		96		5.5813953488372094%
CCONJ		86		5.0%
PRON		38		2.2093023255813953%
ADV		38		2.2093023255813953%
AUX		22		1.2790697674418605%
NUM		20		1.1627906976744187%
SCONJ		2		0.11627906976744186%
