POS		频数		占比		
NOUN		366		22.80373831775701%
DET		262		16.32398753894081%
ADP		254		15.825545171339565%
VERB		178		11.090342679127726%
ADJ		144		8.97196261682243%
PUNCT		128		7.975077881619938%
CCONJ		75		4.672897196261682%
ADV		50		3.115264797507788%
PRON		48		2.990654205607477%
PROPN		40		2.4922118380062304%
AUX		37		2.3052959501557635%
SCONJ		12		0.7476635514018692%
NUM		11		0.6853582554517134%
