POS		频数		占比		
NOUN		909		21.70487106017192%
ADP		697		16.642788920725884%
DET		675		16.117478510028654%
ADJ		404		9.64660936007641%
PUNCT		365		8.715377268385865%
VERB		334		7.975167144221586%
CCONJ		195		4.656160458452722%
ADV		165		3.9398280802292263%
PRON		146		3.4861509073543453%
PROPN		124		2.9608404966571156%
AUX		102		2.4355300859598854%
NUM		53		1.265520534861509%
SCONJ		17		0.4059216809933142%
X		2		0.04775549188156638%
