POS		频数		占比		
NOUN		801		22.65912305516266%
DET		570		16.124469589816123%
ADP		531		15.02121640735502%
VERB		392		11.08910891089109%
ADJ		338		9.56152758132956%
PUNCT		303		8.571428571428571%
CCONJ		206		5.827439886845828%
PRON		128		3.6209335219236207%
ADV		119		3.3663366336633667%
AUX		75		2.1216407355021216%
PROPN		34		0.9618104667609617%
SCONJ		24		0.6789250353606789%
NUM		14		0.39603960396039606%
