POS		频数		占比		
NOUN		254		24.075829383886255%
DET		178		16.872037914691944%
ADP		175		16.587677725118482%
VERB		110		10.42654028436019%
ADJ		95		9.004739336492891%
PUNCT		89		8.436018957345972%
CCONJ		54		5.118483412322275%
PROPN		28		2.654028436018957%
ADV		27		2.5592417061611377%
PRON		25		2.3696682464454977%
NUM		9		0.8530805687203791%
AUX		9		0.8530805687203791%
SCONJ		2		0.18957345971563982%
