POS		频数		占比		
NOUN		469		22.855750487329434%
ADP		343		16.71539961013645%
DET		330		16.08187134502924%
ADJ		184		8.966861598440545%
VERB		174		8.47953216374269%
PUNCT		168		8.187134502923977%
PROPN		97		4.7270955165692%
CCONJ		87		4.239766081871345%
PRON		62		3.0214424951267054%
ADV		58		2.8265107212475633%
AUX		52		2.53411306042885%
NUM		19		0.9259259259259258%
SCONJ		9		0.43859649122807015%
