POS		频数		占比		
NOUN		5751		24.94253372077894%
ADP		4151		18.003209437481026%
DET		3409		14.785097801101617%
VERB		2080		9.021121568287288%
ADJ		2036		8.830290150496594%
PUNCT		1976		8.570065489872922%
CCONJ		1059		4.592965260007807%
PRON		709		3.074988073036388%
AUX		665		2.8841566552456954%
ADV		620		2.6889881597779417%
PROPN		225		0.975842477338769%
NUM		215		0.9324717005681571%
SCONJ		160		0.6939324283297914%
X		1		0.004337077677061196%
