POS		频数		占比		
NOUN		181		24.559023066485754%
ADP		128		17.367706919945725%
DET		110		14.925373134328357%
VERB		70		9.49796472184532%
ADJ		67		9.090909090909092%
PUNCT		53		7.191316146540028%
ADV		34		4.613297150610583%
CCONJ		29		3.934871099050204%
PRON		22		2.9850746268656714%
PROPN		19		2.578018995929444%
NUM		14		1.8995929443690638%
AUX		9		1.2211668928086838%
SCONJ		1		0.13568521031207598%
