POS		频数		占比		
NOUN		523		23.306595365418893%
ADP		369		16.443850267379677%
DET		361		16.0873440285205%
VERB		236		10.51693404634581%
ADJ		199		8.868092691622104%
PUNCT		177		7.887700534759358%
CCONJ		129		5.748663101604278%
PRON		82		3.6541889483065955%
ADV		71		3.163992869875223%
PROPN		44		1.9607843137254901%
AUX		29		1.2923351158645278%
NUM		12		0.53475935828877%
SCONJ		12		0.53475935828877%
