POS		频数		占比		
NOUN		4303		23.565169769989048%
ADP		3490		19.112814895947423%
DET		2807		15.372398685651698%
VERB		1705		9.33734939759036%
ADJ		1518		8.313253012048193%
PUNCT		1499		8.2092004381161%
CCONJ		810		4.43592552026287%
PRON		666		3.647316538882804%
PROPN		536		2.9353778751369113%
ADV		425		2.3274917853231107%
AUX		278		1.5224534501642935%
SCONJ		130		0.7119386637458927%
NUM		90		0.49288061336254113%
X		3		0.01642935377875137%
