POS		频数		占比		
NOUN		2026		23.054164770141103%
ADP		1590		18.09285389167046%
DET		1456		16.56804733727811%
ADJ		794		9.035047792444242%
PUNCT		682		7.760582612653619%
VERB		680		7.737824305871643%
CCONJ		386		4.392353208921256%
PROPN		340		3.8689121529358217%
AUX		257		2.9244424214838416%
ADV		237		2.6968593536640872%
PRON		213		2.4237596722803825%
NUM		85		0.9672280382339554%
SCONJ		40		0.45516613563950836%
X		2		0.02275830678197542%
