POS		频数		占比		
NOUN		534		23.638778220451528%
ADP		422		18.68083222664896%
DET		348		15.405046480743692%
ADJ		207		9.163346613545817%
VERB		180		7.968127490039841%
PUNCT		176		7.791057990261177%
PROPN		128		5.66622399291722%
CCONJ		97		4.293935369632581%
PRON		50		2.213368747233289%
ADV		47		2.080566622399292%
NUM		38		1.6821602478973%
AUX		25		1.1066843736166445%
SCONJ		7		0.3098716246126605%
