POS		频数		占比		
NOUN		2236		21.539350736923225%
ADP		1746		16.819188902803198%
DET		1651		15.904055485984008%
ADJ		971		9.353626818225605%
VERB		834		8.033908101338985%
PUNCT		790		7.610056834601677%
CCONJ		466		4.488970234081495%
PROPN		400		3.8531933339755327%
ADV		373		3.593102783932184%
PRON		328		3.1596185338599363%
AUX		281		2.706868317117811%
SPACE		134		1.2908197668818033%
NUM		94		0.9055004334842501%
SCONJ		66		0.6357769001059628%
X		11		0.10596281668432714%
